Date,Close,High,Low,Open,Volume,Daily_Return,Daily_Return_Pct,Price_Change,High_Low_Range,High_Low_Range_Pct,Open_Close_Change,Open_Close_Change_Pct,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_5,EMA_10,EMA_20,EMA_50,EMA_200,Close_vs_SMA20,Close_vs_SMA50,Close_vs_SMA200,RSI_14,MACD,MACD_Signal,MACD_Histogram,Volatility_5,Volatility_10,Volatility_20,Volatility_20_Pct,Volume_SMA_5,Volume_SMA_20,Volume_Ratio,Volume_Change,Momentum_5,Momentum_10,Momentum_20,Momentum_60,Rolling_High_20,Rolling_Low_20,Price_Position_20,Rolling_High_50,Rolling_Low_50,Price_Position_50,News_Sentiment,News_Count,Has_News,News_Sentiment_Lag1,News_Sentiment_MA3,News_Sentiment_MA5,News_Count_MA3,News_Sentiment_Change,News_Sentiment_Lag2,News_Sentiment_Lag3,News_Sentiment_MA5_Trading,News_Sentiment_MA10,News_Count_MA5,News_Count_MA10,News_Sentiment_Abs,News_Positive,News_Negative,News_Neutral,News_Return_Interaction,News_Momentum_Interaction,News_Volume_Interaction,Target_Return_1D,Target_Return_5D,Target_Return_10D,Target_Direction_1D,Target_Direction_5D
2018-10-23,1843.6500244140625,1898.0,1837.0,1888.0,2752811,-0.0311875856993891,-3.118758569938917,-59.3499755859375,61.0,3.3086539848790792,-44.3499755859375,-2.3490453170517744,1910.310009765625,1953.4700073242188,2054.7225036621094,2048.705983886719,1961.1319909667968,1753.4349963378909,1902.3382175525064,1949.0053400480951,2001.803321732015,2017.356389211916,1801.4676765939007,-0.1027255402478216,-0.1000904771526233,0.0514504548298562,15.907945081469492,-51.79960927174602,-25.6813329456368,-26.118276326109225,0.0140379228399941,0.0176433080107283,0.0247432710496063,2.474327104960637,2710943.0,3341798.45,0.8237513546036865,0.5478308638310123,-0.0542959608032508,-0.1125845437735652,-0.1233862967354352,-0.0807718186263962,2275.949951171875,1837.0,0.0151498465743276,2275.949951171875,1837.0,0.0151498465743276,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,-0.0,0.0,0.0026306378768816,0.0277438905088933,0.048300884429578,1,1
2018-10-24,1848.5,1874.0,1811.0999755859373,1852.050048828125,2735913,0.0026306378768816,0.2630637876881669,4.8499755859375,62.90002441406273,3.402760314528684,-3.550048828125,-0.191682121677612,1887.55,1929.1400024414063,2037.225006103516,2046.328984375,1961.9994909667969,1756.06349609375,1884.3921450350044,1930.7316418575324,1987.203005376585,2010.734570027135,1801.9356599113744,-0.0926382729144284,-0.0966750634358149,0.052638474697452,19.554455562601945,-57.154391620275874,-31.975944680564613,-25.17844693971126,0.0128667262437524,0.0171931815514663,0.0217153212583353,2.171532125833539,2695040.6,3326982.8,0.822340590399205,-0.0061384526580284,-0.0579931947186597,-0.116311331460398,-0.1591803129224459,-0.075287643821911,2275.949951171875,1811.0999755859373,0.0804561178408592,2275.949951171875,1811.0999755859373,0.0804561178408592,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,-0.0,0.0,0.0024344062753582,0.0484987960043616,0.050662712693569,1,1
2018-10-25,1853.0,1876.9000244140625,1825.050048828125,1844.0,2507233,0.0024344062753582,0.2434406275358291,4.5,51.8499755859375,2.798163820072181,9.0,0.4880694143167028,1872.269995117188,1910.0800048828123,2020.7150085449216,2043.908984375,1962.958990478516,1758.7504962158202,1873.9280966900037,1916.5986160652535,1974.421766769291,2004.5489006143064,1802.4437627978284,-0.0829978536486895,-0.0934038579185449,0.0535888996119516,24.946747619526175,-60.33942745892159,-37.64864123623601,-22.69078622268558,0.0138458094837816,0.0172878841821509,0.0218493741150967,2.18493741150968,2640645.8,3308905.55,0.7577227461206925,-0.0835845291864177,-0.0395978145782724,-0.0932667732741036,-0.1512458586281269,-0.0648498612162503,2275.949951171875,1811.0999755859373,0.0901366604596424,2275.949951171875,1811.0999755859373,0.0901366604596424,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,-0.0,0.0,-0.0290879786368388,0.0446573124662708,0.0303291695476928,0,1
2018-10-26,1799.0999755859375,1853.9000244140625,1791.0999755859375,1853.9000244140625,2285970,-0.0290879786368388,-2.908797863683888,-53.9000244140625,62.800048828125,3.4906369673909894,-54.800048828125,-2.955933335479885,1849.45,1891.9950073242187,2003.5625122070312,2040.403984375,1963.5394897460935,1761.149371337891,1848.985389655315,1895.235226887196,1957.7244533232567,1996.4920800249583,1802.4104912832825,-0.1020494920300077,-0.118262859040131,0.0215487708570778,15.407406129642451,-66.44691415232819,-43.40829581945445,-23.03861833287374,0.0167852776777992,0.0170130452309822,0.0222361909753294,2.223619097532941,2412084.6,3324656.5,0.6875808072202346,-0.0882498754603182,-0.0596382910819378,-0.0913406803434084,-0.1601428202491701,-0.0842876671764372,2275.949951171875,1791.0999755859375,0.016499949268497,2275.949951171875,1791.0999755859375,0.016499949268497,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,-0.0,0.0,0.0399644407702499,0.0635595448489156,0.064337725290837,1,1
2018-10-29,1871.0,1877.949951171875,1784.3499755859375,1808.699951171875,2609483,0.0399644407702499,3.996444077024997,71.9000244140625,93.5999755859375,5.002671062850748,62.300048828125,3.4444656665004145,1843.05,1887.2650024414063,1987.670007324219,2037.9619848632813,1964.924990234375,1763.86162109375,1856.3235931035435,1890.828821998615,1949.464981578185,1991.5708219847645,1803.0929739570809,-0.0586968696485382,-0.0819259564718927,0.0607408073428201,28.730302949548303,-64.73913780042994,-47.67446421564955,-17.064673584780394,0.0290787316223883,0.0212497247196769,0.0238492296957766,2.384922969577667,2578282.0,3289540.55,0.7932667071089913,0.1415211048263975,-0.0168155543878086,-0.0246572734317659,-0.1452132779657198,-0.0374276527331189,2275.949951171875,1784.3499755859375,0.1762612463737095,2275.949951171875,1784.3499755859375,0.1762612463737095,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,-0.0,0.0,0.0127204964340592,0.0106092867909872,0.034179557013295,1,1
2018-10-30,1894.800048828125,1909.4000244140625,1845.0,1867.0,2404883,0.0127204964340592,1.272049643405926,23.800048828125,64.4000244140625,3.3987767972611103,27.800048828125,1.4890224332150508,1853.2800048828128,1881.795007324219,1973.2250122070316,2035.8549853515624,1966.4304907226565,1766.612621459961,1869.1490783450708,1891.550863240344,1944.2587975067504,1987.775889704112,1804.0054821647527,-0.0397445617675344,-0.069285355557424,0.0725611409151076,30.105033211205523,-60.76478903928705,-50.29252918037705,-10.47225985891,0.0247670273062633,0.0209330800822705,0.0242565762766212,2.425657627662124,2508696.4,3264566.15,0.7366623586414385,-0.0784063356611252,0.0277438905088933,-0.0280584514859579,-0.132298350874035,-0.0256093424781653,2275.949951171875,1784.3499755859375,0.2246746922852105,2275.949951171875,1784.3499755859375,0.2246746922852105,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0228783905788625,0.0200020589862186,-0.0074678193209958,1,1
2018-10-31,1938.1500244140625,1943.9000244140625,1875.449951171875,1900.0,2769190,0.0228783905788625,2.287839057886254,43.3499755859375,68.4500732421875,3.531722125735916,38.1500244140625,2.0078960217927637,1871.210009765625,1879.3800048828125,1957.355010986328,2034.5469848632813,1968.5959912109372,1769.517371826172,1892.1493937014016,1900.0234379992016,1943.6770095931613,1985.829777339796,1805.3402537294223,-0.0098117032753236,-0.0473800610978254,0.0952986702887572,39.2452879987889,-53.50038909091722,-50.93410116248509,-2.566287928432132,0.0257681601550027,0.0223202716924757,0.0234845057725263,2.3484505772526334,2515351.8,3214415.25,0.8614910596880724,0.1514863716862733,0.0484987960043616,-0.0123069988345996,-0.1407195662002571,-0.0010565543806834,2255.0,1784.3499755859375,0.3267821966430341,2275.949951171875,1784.3499755859375,0.3128560953340383,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,-0.0012383068306531,0.0020638237234547,-0.0336919474785584,0,1
2018-11-01,1935.75,1944.3499755859373,1901.300048828125,1943.6500244140625,2769759,-0.0012383068306531,-0.1238306830653179,-2.4000244140625,43.04992675781227,2.223940424011999,-7.9000244140625,-0.4064530298577832,1887.760009765625,1880.0150024414063,1946.000006103516,2033.091984863281,1970.6959912109376,1772.423621826172,1906.682929134268,1906.5191765448008,1942.9220562985745,1983.8658645029416,1806.6378631450505,-0.0052672179195103,-0.0478787903292172,0.0921486128725529,44.84849053940851,-47.39067154512918,-50.22541523901391,2.8347436938847324,0.0260804247309003,0.0216321932095409,0.0221158920312098,2.211589203120984,2567857.0,3157787.1,0.8771202466436068,0.0002054752472744,0.0446573124662708,0.003291165909395,-0.1050003871753962,-0.0206172527194535,2156.64990234375,1784.3499755859375,0.4066614402332419,2275.949951171875,1784.3499755859375,0.3079740275283963,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,0.0,0.0,-0.0115201078796978,-0.013715639327457,-0.0253906880609906,0,0
2018-11-02,1913.449951171875,1954.5999755859373,1905.0,1934.199951171875,1818635,-0.0115201078796978,-1.1520107879697816,-22.300048828125,49.59997558593727,2.592175225464362,-20.75,-1.0727949810684352,1910.6300048828125,1880.0400024414064,1938.4325012207032,2031.1059838867188,1972.474990234375,1774.9743713378907,1908.938603146804,1907.7793173860875,1940.1151891436507,1981.1044561370172,1807.7006699910885,-0.0128880164943044,-0.0579270769956068,0.0780155376156828,49.37763430862145,-43.842712445172765,-48.94887468024569,5.106162235072922,0.0201726496724929,0.0217974728981884,0.0200942692492703,2.0094269249270305,2474390.0,3010597.9,0.604077681712327,-0.3433959416685711,0.0635595448489156,0.0001306711302426,-0.0733001230516963,-0.0179378324801129,2122.199951171875,1784.3499755859375,0.3821221989495123,2275.949951171875,1784.3499755859375,0.2626118429563862,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,0.0,0.0,-0.0118111140414708,0.0007316754813497,-0.0057487785312927,0,1
2018-11-05,1890.8499755859373,1927.3499755859373,1884.75,1910.0,1713366,-0.0118111140414708,-1.1811114041470838,-22.599975585937727,42.59997558593727,2.252953758149764,-19.150024414062727,-1.0026190792702998,1914.6,1878.825,1927.8425048828128,2028.723984375,1973.912490234375,1777.4523712158202,1902.909060626515,1904.7012552406052,1935.423264042916,1977.5650647428572,1808.528026265664,-0.0191885640051929,-0.0679609497649521,0.063797830089,42.30415980712225,-42.36618741422558,-47.63233722704167,5.266149812816089,0.0152860323542843,0.0220755811150714,0.0194833419982835,1.948334199828352,2295166.6,2925385.0,0.5856890631489531,-0.0578835225320089,0.0106092867909872,-0.006384668635871,-0.1007300009962318,-0.044759896825623,2122.199951171875,1784.3499755859375,0.3152286745479128,2275.949951171875,1784.3499755859375,0.2166395551038474,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,0.0,0.0,0.0221328905657727,0.0233228316129481,-0.0066636569524944,1,1
