Initial_Capital,Final_Equity,Total_Return,CAGR,Sharpe,Max_Drawdown,Win_Rate,Profit_Factor,Number_of_Trades,Market_Exposure,Buy_Hold_Return,Excess_Return_vs_Buy_Hold,Model
100000.0,69770.83517954356,-0.30229164820456444,-0.10468048931614171,-0.6091802761400074,-0.4753433460554807,0.55,1.0115372414878465,20,0.6032540675844806,-0.31039833768722,0.008106689482655582,Logistic
100000.0,68886.89721572035,-0.31113102784279645,-0.10818034200206861,-0.6670328768824714,-0.42932242513290775,0.6,0.5763941865903749,25,0.5556946182728411,-0.31039833768722,-0.0007326901555764209,XGBoost
