Date,Close,High,Low,Open,Volume,News_Sentiment,News_Count,Has_News,News_Sentiment_Lag1,News_Sentiment_MA3,News_Sentiment_MA5,News_Count_MA3,News_Sentiment_Change,Daily_Return,Daily_Return_Pct,Price_Change,High_Low_Range,High_Low_Range_Pct,Open_Close_Change,Open_Close_Change_Pct,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_5,EMA_10,EMA_20,EMA_50,EMA_200,Close_vs_SMA20,Close_vs_SMA50,Close_vs_SMA200,RSI_14,MACD,MACD_Signal,MACD_Histogram,Volatility_5,Volatility_10,Volatility_20,Volatility_20_Pct,Volume_SMA_5,Volume_SMA_20,Volume_Ratio,Volume_Change,Momentum_5,Momentum_10,Momentum_20,Momentum_60,Rolling_High_20,Rolling_Low_20,Price_Position_20,Rolling_High_50,Rolling_Low_50,Price_Position_50,News_Sentiment_Lag2,News_Sentiment_Lag3,News_Sentiment_MA5_Trading,News_Sentiment_MA10,News_Count_MA5,News_Count_MA10,News_Sentiment_Abs,News_Positive,News_Negative,News_Neutral,News_Return_Interaction,News_Momentum_Interaction,News_Volume_Interaction,Target_Return_1D,Target_Return_5D,Target_Return_10D,Target_Direction_1D,Target_Direction_5D
2018-01-15,1373.050048828125,1404.0,1367.5250244140625,1388.574951171875,1457214,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.010895599955328628,-1.0895599955328628,-15.125,36.4749755859375,2.6564927926020085,-15.52490234375,-1.1180456863814159,1382.855029296875,1357.9550048828125,,,,,1377.0015186382882,1364.4758659450292,1349.538236366254,1335.3670746737605,1326.2168966042275,,,,,15.777709427393575,9.337711357577678,6.439998069815896,0.019032079085248954,0.013556169372631929,,,2570703.6,,,-0.5663458831525863,0.011678528018339795,0.03798760065401918,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,0.0,,0.03814500428786349,0.13484570537088025,0.14811914552829086,1,1
2018-01-16,1425.425048828125,1430.824951171875,1375.2750244140625,1378.0,4267752,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.03814500428786349,3.8145004287863493,52.375,55.5499267578125,3.8970780542604735,47.425048828125,3.4415855463080547,1397.0400390625,1368.9375122070312,,,,,1393.142695368234,1375.5575355601375,1356.7655518388133,1338.898759934716,1327.2040423975,,,,,19.793067764229818,11.428782638908107,8.364285125321711,0.024391461200269377,0.01685432883805768,,,2994374.8,,,1.928706421980574,0.052362531434569926,0.08347907820025147,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,,0.013364383327958196,0.0880964953401886,0.09172702563876833,1,1
2018-01-17,1444.4749755859375,1462.5,1431.074951171875,1435.0,4280806,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.013364383327958196,1.3364383327958196,19.0499267578125,31.425048828125,2.1755343193382584,9.4749755859375,0.660277044316202,1405.2750244140625,1381.4525146484375,,,,,1410.2534554408019,1388.087979201192,1365.1188302909204,1343.0390036857443,1328.3709173545988,,,,,24.23309403429198,13.989644917984883,10.243449116307097,0.020207030289302413,0.016812309595092813,,,3177366.0,,,0.0030587531796599787,0.029341498842102354,0.09485913557755388,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,,0.010124785992964291,0.09887680690643452,0.08641553183817074,1,1
2018-01-18,1459.0999755859375,1466.5,1434.0250244140625,1448.5,2209478,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.010124785992964291,1.0124785992964291,14.625,32.4749755859375,2.225685431383574,10.5999755859375,0.7317898229849845,1418.04501953125,1394.5075073242188,,,,,1426.535628822514,1400.9992512711456,1374.0694155571125,1347.590414348497,1329.671704003667,,,,,28.602253145773147,16.912166563542538,11.69008658223061,0.019127700501113197,0.016795179905874192,,,3115112.8,,,-0.483864019999972,0.04576239067259458,0.09826496703904142,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,,0.014084058098810193,0.06951206259008758,0.08068328254111723,1,1
2018-01-19,1479.6500244140625,1491.0,1451.824951171875,1465.2750244140625,1820000,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.014084058098810193,1.4084058098810193,20.550048828125,39.175048828125,2.647588833963505,14.375,0.9810444974825328,1436.3400146484375,1408.0125122070312,,,,,1444.24042735303,1415.299391842585,1384.1247116387267,1352.7692225863623,1331.1640255997904,,,,83.06977850275874,33.33875203540765,20.197483657915562,13.14126837749209,0.01741292234749999,0.016840709639695382,,,2807050.0,,,-0.17627602537793996,0.06589585057241831,0.10043883034377865,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,,0.053086828278138265,0.08094821237305294,0.04862633054080945,1,1
2018-01-22,1558.199951171875,1567.3499755859375,1461.0,1480.5,4367110,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.053086828278138265,5.3086828278138265,78.5499267578125,106.3499755859375,6.825181550413662,77.699951171875,5.248223652271192,1473.3699951171875,1428.1125122070312,,,,,1482.226935292645,1441.2813117206376,1400.7033058799789,1360.8253295897157,1333.423089535831,,,,89.31929847330932,42.93584643918712,24.745156214169874,18.190690225017242,0.018937942858442476,0.021705016766948818,,,3389029.2,,,1.399510989010989,0.13484570537088025,0.14809903273754643,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,,-0.004620685019570248,0.011696250948117104,-0.038233187677275016,0,1
2018-01-23,1551.0,1571.175048828125,1545.0250244140625,1557.4749755859375,3239610,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.004620685019570248,-0.46206850195702476,-7.199951171875,26.1500244140625,1.6860106005198259,-6.4749755859375,-0.41573544920049516,1498.4849853515625,1447.7625122070312,,,,,1505.1512901950969,1461.230164135067,1415.0172767485524,1368.2831598018836,1335.588033918559,,,,87.13040429659529,49.39128502172298,29.674381975680497,19.716903046042482,0.021438785710772016,0.021936646897352776,,,3183400.8,,,-0.25817989471297953,0.0880964953401886,0.1450719822812847,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,0.0,,0.02340428680085438,0.0033365885416667407,-0.04737264705734201,1,1
2018-01-24,1587.300048828125,1629.5250244140625,1541.324951171875,1545.0,5621538,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.02340428680085438,2.340428680085438,36.300048828125,88.2000732421875,5.5566099999369385,42.300048828125,2.737867238066343,1527.05,1466.1625122070313,,,,,1532.5342097394396,1484.1519613519868,1431.4251598037497,1376.872057410756,1338.0926310818384,,,,88.15811075875537,56.781831566731626,35.095871893890724,21.6859596728409,0.02145896844555374,0.02085519708558441,,,3451547.2,,,0.7352514654541751,0.09887680690643452,0.13111949946389267,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,,-0.016868281730243795,-0.011340010991172766,-0.06312610732681789,0,0
2018-01-25,1560.5250244140625,1589.9000244140625,1540.5,1587.5,3833844,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.016868281730243795,-1.6868281730243795,-26.7750244140625,49.4000244140625,3.165602835020922,-26.9749755859375,-1.6992110605314958,1547.335009765625,1482.6900146484375,,,,,1541.8644812976472,1498.0379728178186,1443.7203850047317,1384.0741345481406,1340.305888726935,,,,80.86628677204509,59.78916002831761,40.034529520776104,19.754630507541506,0.026998340433620496,0.02219599381481235,,,3776420.4,,,-0.31800798998423563,0.06951206259008758,0.11845549142738765,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,0.0,,0.024927523625369874,0.010445155638521442,-0.04785251608263286,1,1
2018-01-29,1599.425048828125,1612.5,1561.0,1565.699951171875,3141060,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.024927523625369874,2.4927523625369874,38.9000244140625,51.5,3.2199070558344256,33.72509765625,2.153994935684061,1571.2900146484376,1503.8150146484375,1428.372509765625,,,,1561.0513371411398,1516.4719866378741,1458.5494006069596,1392.5192684414733,1342.8841888274446,0.11975345219334084,,,82.20436470196435,64.5671069525813,44.94104500713715,19.62606194544415,0.027456750436874223,0.021733625517715793,,,4040632.4,2673644.7,1.1748232665320115,-0.1807021881954508,0.08094821237305294,0.1521782142521102,,,1629.5250244140625,1310.0999755859375,0.9057682680291814,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,-0.014380167433823643,-0.02990141568511029,-0.0723854015534452,0,0
2018-01-30,1576.425048828125,1601.9000244140625,1571.8499755859375,1590.0,1574758,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.014380167433823643,-1.4380167433823643,-23.0,30.050048828125,1.9062148784341797,-13.574951171875,-0.8537705139544025,1574.9350341796876,1524.1525146484375,1441.053759765625,,,,1566.1759077034685,1527.3725433997379,1469.775652818499,1399.7312598291853,1345.2079784791927,0.0939390970983046,,,77.99432971657205,65.73994734107782,49.10082547392528,16.63912186715254,0.020314756268106398,0.022208344360904308,0.01867210059751249,1.867210059751249,3482162.0,2684794.6,0.5865469187102804,-0.4986539575811987,0.011696250948117104,0.14811914552829086,0.19173343713185353,,1629.5250244140625,1310.0999755859375,0.8337638961604751,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,0.0,0.0,-0.01284552032147257,-0.04935220287571529,-0.07645464940033642,0,0
2018-01-31,1556.175048828125,1575.0,1549.300048828125,1568.5,3043214,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.01284552032147257,-1.284552032147257,-20.25,25.699951171875,1.6514820226187474,-12.324951171875,-0.7857794817899267,1575.9700439453125,1537.2275146484376,1453.0825134277343,,,,1562.8422880783542,1532.6093625685355,1478.0041667241776,1405.8663103781635,1347.3071533085354,0.07094747507297547,,,70.7809447826944,64.29428157889015,52.13951669491826,12.154764883971893,0.021341776823096025,0.02193303168388918,0.01904256581429998,1.9042565814299979,3442882.8,2740940.8,1.1102808203664962,0.932496294668768,0.0033365885416667407,0.09172702563876833,0.18286339138539498,,1629.5250244140625,1315.5999755859375,0.7663455787942017,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,0.0,0.0,0.008434141139766815,-0.05054060240413816,-0.05992256466920076,1,0
2018-02-01,1569.300048828125,1595.0,1544.4000244140625,1562.0,2400630,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.008434141139766815,0.8434141139766815,13.125,50.5999755859375,3.224365896357617,7.300048828125,0.4673526778569142,1572.3700439453125,1549.7100219726562,1465.5812683105469,,,,1564.9948749949444,1539.2803964339155,1486.6990126388391,1412.2754765918876,1349.5160378410685,0.07076972308546237,,,73.3373685182251,63.47594764465339,54.406802884865286,9.069144759788102,0.01820587291385396,0.021880066725764338,0.018994361145384202,1.8994361145384202,2798701.2,2798116.3,0.857945039668294,-0.21115307697716956,-0.011340010991172766,0.08641553183817074,0.18947197006636807,,1629.5250244140625,1320.0,0.8054277656549913,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,-0.0,0.0,0.0047950692089566704,-0.05238008709906716,-0.06549099676050463,1,0
2018-02-02,1576.824951171875,1595.0,1551.7249755859375,1560.0,2456490,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0047950692089566704,0.47950692089566704,7.52490234375,43.2750244140625,2.744440616689956,16.824951171875,1.0785225110176282,1575.630029296875,1561.48251953125,1477.9950134277344,,,,1568.938233720588,1546.1066791135445,1495.2824353562712,1418.7283971636518,1351.777818073216,0.06686757184311218,,,75.26449395484426,62.711707311694,56.06778377023103,6.643923541462968,0.01630496790125816,0.021901932242558417,0.019012210886641276,1.9012210886641276,2523230.4,2875286.7,0.85434610746817,0.023268891915872114,0.010445155638521442,0.08068328254111723,0.18687658967966314,,1629.5250244140625,1325.0,0.826943374050826,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,-0.015997321432027478,-0.05769503806895382,-0.0729471602147499,0,0
2018-02-05,1551.5999755859375,1594.0,1538.425048828125,1555.0,2757742,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.015997321432027478,-1.5997321432027478,-25.2249755859375,55.574951171875,3.581783452328812,-3.4000244140625,-0.2186510877210611,1566.0650146484375,1568.6775146484374,1488.3450134277343,,,,1563.1588143423714,1547.1054602903432,1500.6460106162394,1423.9390472978591,1353.766098247472,0.04250020095308666,,,73.28204542119131,59.386031422187216,56.73143330062227,2.654598121564945,0.011639509573902595,0.023011403583190548,0.01977633914706949,1.9776339147069488,2446566.8,2955488.5,0.9330917714618074,0.12263514201156944,-0.02990141568511029,0.04862633054080945,0.15394913264801713,,1629.5250244140625,1338.2750244140625,0.7324461842811159,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,-0.0,0.0,-0.03414216062096309,-0.04379347269982703,-0.05106018099543952,0,0
2018-02-06,1498.625,1538.574951171875,1492.5,1505.0,2657306,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.03414216062096309,-3.414216062096309,-52.9749755859375,46.074951171875,3.074481686337476,-6.375,-0.42358803986710963,1550.5050048828125,1562.72001953125,1495.4162658691407,,,,1541.6475428949143,1538.2908311466445,1500.4535334146926,1426.8679081881392,1355.2074803544624,0.0021457130058662012,,,59.53000760297711,51.87775702985277,55.76069804646838,-3.8829410166156038,0.017216332904099182,0.018925231667318333,0.021831152276204097,2.1831152276204095,2663076.4,3026242.8,0.878087508378376,-0.036419650569197604,-0.04935220287571529,-0.038233187677275016,0.1042035469467939,,1629.5250244140625,1338.2750244140625,0.5505578560890558,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,-0.0,0.0,-0.014079556650888336,-0.02850945072045208,0.015030460865168127,0,0
2018-02-07,1477.5250244140625,1515.5,1473.7249755859375,1513.5,2180324,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.014079556650888336,-1.4079556650888336,-21.0999755859375,41.7750244140625,2.8273649328294184,-35.9749755859375,-2.376939252457053,1534.775,1555.3725219726562,1501.5675170898437,,,,1520.2733700679637,1527.2425026498113,1498.269865890823,1428.8544617656264,1356.4245703451052,-0.016011596150120145,,,54.27998722703317,43.72081742182536,53.35272192153978,-9.631904499714423,0.017276937277041982,0.01920898384770288,0.022204678084518124,2.2204678084518124,2490498.4,3027789.2,0.7201042925973842,-0.1794983340270183,-0.05054060240413816,-0.04737264705734201,0.09082689140942235,,1629.5250244140625,1347.324951171875,0.4613750512050655,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,-0.0,0.0,0.006480398648863517,-0.00988137279889889,0.03219908318692721,1,0
2018-02-08,1487.0999755859375,1513.800048828125,1479.5,1489.875,2755004,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006480398648863517,0.6480398648863517,9.574951171875,34.300048828125,2.306505910243884,-2.7750244140625,-0.18625887501048746,1518.3349853515624,1545.3525146484376,1505.7575134277345,,,,1509.2155719072884,1519.9438613654706,1497.2060668141673,1431.1385995625014,1357.7248231335711,-0.012390798435615705,,,53.67406040569459,37.595623606775916,50.20130225858701,-12.605678651811097,0.016764689506022553,0.017088701887985874,0.020950252346553587,2.095025234655359,2561373.2,2997246.9,0.9191781964975926,0.263575505291874,-0.05238008709906716,-0.06312610732681789,0.05971632854127851,,1629.5250244140625,1367.5250244140625,0.4563929434041031,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,-0.0,0.0,-0.0008405621817776376,-0.013835620677599803,0.03416047990190374,0,0
2018-02-09,1485.8499755859375,1497.0,1448.324951171875,1475.0,2102458,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0008405621817776376,-0.08405621817776376,-1.25,48.675048828125,3.2759060220013283,10.8499755859375,0.735591565148305,1500.139990234375,1537.885009765625,1510.2875122070313,,,,1501.4270398001715,1513.7449730419191,1496.1245343162407,1433.2841437202833,1358.9997002724008,-0.016180718190129565,,,50.85693923374549,32.26852732881116,46.614747272631845,-14.346219943820685,0.015622362696169149,0.016742521520974517,0.02086988659824513,2.086988659824513,2490566.8,2976332.6,0.706392155231576,-0.23685845828173024,-0.05769503806895382,-0.04785251608263286,0.06493458203614955,,1629.5250244140625,1367.5250244140625,0.4516219510376908,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,-0.0,0.0,-0.001480601142795357,-0.01618597244202158,0.020190463702884687,0,0
2018-02-12,1483.6500244140625,1511.675048828125,1477.7750244140625,1489.1500244140625,1974562,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.001480601142795357,-0.1480601142795357,-2.199951171875,33.9000244140625,2.2849070775603315,-5.5,-0.36933820701940967,1486.55,1526.3075073242187,1515.061260986328,,,,1495.5013680048019,1508.2731642004906,1494.9364857541286,1435.25927629651,1360.2400020051537,-0.020732651135054687,,,36.93938609791723,27.551649213232395,42.80212766075196,-15.250478447519562,0.015972749258119784,0.013259044679752183,0.02080894864192954,2.0808948641929543,2333930.8,2907045.0,0.679233379600247,-0.06083165513888977,-0.04379347269982703,-0.0723854015534452,0.0687773315523399,,1629.5250244140625,1367.5250244140625,0.44322519083969464,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,-0.0,0.0,-0.018703871899277136,-0.007599517560426872,0.02529236935704038,0,0
2018-02-14,1455.9000244140625,1487.2249755859375,1446.25,1485.0,2847532,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.018703871899277136,-1.8703871899277136,-27.75,40.9749755859375,2.814408606279691,-29.0999755859375,-1.9595943155513469,1478.0050048828125,1514.2550048828125,1519.203759765625,,,,1482.3009201412222,1498.7507751484127,1491.2187275312654,1436.0687173991594,1361.191843024148,-0.04166902230503207,,,34.458240119760234,21.328435313981572,38.507389191397884,-17.178953877416312,0.01035729384440467,0.01357840223197728,0.021164155615468104,2.1164155615468103,2371976.0,2976560.9,0.9566516848353414,0.4421081738633681,-0.02850945072045208,-0.07645464940033642,0.06034009878711166,,1629.5250244140625,1375.2750244140625,0.31710914454277284,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-0.0,-0.0,0.0,0.004825210726189688,0.04481763782252868,0.04232776905461044,1,1
2018-02-15,1462.925048828125,1471.5,1452.550048828125,1465.9749755859375,2465236,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.004825210726189688,0.4825210726189688,7.0250244140625,18.949951171875,1.2953466882705198,-3.0499267578125,-0.20804766852131773,1475.085009765625,1504.9300048828125,1521.078759765625,,,,1475.8422963701898,1492.2370067265422,1488.5240914642995,1437.121906866962,1362.2041137286653,-0.03823188678701983,,,27.523251504509105,16.770039644590497,34.159919282036405,-17.389879637445908,0.009988972995062182,0.01399767117530382,0.01951083334389387,1.951083334389387,2428958.4,2886435.1,0.8540763656872105,-0.13425520766755206,-0.00988137279889889,-0.05992256466920076,0.02630794234381506,,1629.5250244140625,1431.074951171875,0.16049426002166448,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,-0.0,0.0,0.0024608065798183976,0.042500418464785694,0.03822815584613237,1,1
2018-02-16,1466.5250244140625,1499.800048828125,1461.5,1461.5,2515756,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0024608065798183976,0.24608065798183976,3.5999755859375,38.300048828125,2.6116191807519584,5.0250244140625,0.3438265079755388,1470.97001953125,1494.6525024414063,1522.1812622070313,,,,1472.7365390514808,1487.5621008515457,1486.4289422214197,1438.2749703001816,1363.2421327404604,-0.036563475832222546,,,31.45954821902373,13.294713002839671,29.98687802619706,-16.69216502335739,0.009277926134865848,0.013425674439585328,0.01931255906477551,1.9312559064775512,2381108.8,2798182.6,0.8990678449647996,0.020492967001942253,-0.013835620677599803,-0.06549099676050463,0.015265095761995084,,1629.5250244140625,1434.0250244140625,0.16624040920716113,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,-0.0,0.0,-0.0032218854143489795,0.04866947294575974,0.058914797208170944,0,1
