Date,Close,High,Low,Open,Volume,Daily_Return,Daily_Return_Percent,SMA_20,SMA_50,RSI_14,MACD,MACD_Signal,MACD_Histogram,Future_Close_5D,Future_Return_5D,Target,Volatility_20,Volume_SMA_20,Volume_Ratio,NIFTY_Close,NIFTY_Return,NIFTY_Momentum_20,NIFTY_Volatility_20
2018-04-04,1172.8585205078125,1182.166001791824,1165.2433800892825,1180.3326981002415,2841820,-0.0001200931064996,-0.012009310649963,1170.0238647460938,1202.6337109375,49.922177290036245,-10.23668777097464,-12.520204511633764,2.283516740659124,1214.4599609375,0.0354701267904633,1,0.0153385960398757,7359585.1,0.3861386153412371,10128.400390625,-0.0113811234138604,-0.0222466033816571,0.0093066462828851
2018-04-05,1191.815673828125,1194.1526265205089,1176.665960177355,1179.1640413165176,1809424,0.0161632055263618,1.6163205526361857,1168.3144775390624,1203.0096533203125,56.20242183736555,-7.131691610919006,-11.442501931490812,4.310810320571807,1264.8651123046875,0.0612925640102777,1,0.0153563007383039,7354718.1,0.2460222098791251,10325.150390625,0.0194255748599863,0.0074054580213185,0.0100813929229512
2018-04-06,1188.733154296875,1192.6414528977743,1179.1638183150094,1190.2239364391978,1129018,-0.0025864062698126,-0.2586406269812658,1166.760211181641,1202.9935327148437,54.99469337976953,-4.863628466805039,-10.12672723855366,5.26309877174862,1270.5257568359375,0.0688065292394759,1,0.0153345604256368,7315280.4,0.1543369410692719,10331.599609375,0.0006246125727966,0.0174705452571628,0.0098201849607157
2018-04-09,1178.096435546875,1194.0520891103708,1174.5104908914227,1184.4625841249983,1235866,-0.0089479448870015,-0.8947944887001569,1165.1475219726562,1201.442297363281,50.92786139057725,-3.879743129202325,-8.877330416683392,4.997587287481068,1284.3665771484375,0.090204959793662,1,0.0153636340694043,7279482.4,0.1697738839233954,10379.349609375,0.0046217431767943,0.0133460787527337,0.0096909928646832
2018-04-10,1183.6165771484375,1191.5339074113165,1178.8217752076837,1178.8217752076837,1184532,0.0046856449395842,0.4685644939584232,1163.2034545898437,1200.1175048828125,52.87550452908039,-2.6243260203666523,-7.626729537420045,5.002403517053393,1275.8848876953125,0.0779545609011047,1,0.0152027672226325,7245087.2,0.1634945125298146,10402.25,0.0022063415808168,0.0171509699784975,0.0096814292563285
2018-04-11,1214.4599609375,1218.8316775417509,1186.8399036011613,1188.85450141528,3124416,0.026058593960698,2.605859396069809,1162.4379272460938,1198.824541015625,61.96017862047198,0.8496106038639937,-5.931461509163238,6.781072113027232,1272.8631591796875,0.0480898507325866,1,0.016343729202351,7296741.0,0.4281933537177761,10417.150390625,0.0014324199692374,-0.0004078146737191,0.0086967810716704
2018-04-12,1264.8651123046875,1269.1964971760024,1211.9617592724037,1212.78776396818,6114360,0.0415041689215323,4.15041689215323,1167.5237731933594,1198.9712036132812,71.59684478133657,7.582597405941897,-3.228649726142211,10.811247132084109,1285.7764892578125,0.0165324956390193,0,0.0135730907865206,3199101.3,1.9112742694331064,10458.650390625,0.0039838150015909,0.0030498935384477,0.0087417246085259
2018-04-13,1270.5257568359375,1305.781204145641,1261.9838852758426,1269.1961031493158,8179118,0.0044752950146089,0.4475295014608971,1172.8906311035155,1198.6041455078123,72.44119830210924,13.222879536490607,0.0616561263843529,13.161223410106256,1370.91357421875,0.079012815633753,1,0.0135361434878515,3424623.8,2.388325981966253,10480.599609375,0.0020986664560156,0.0066948310073895,0.0087418397180909
2018-04-16,1284.3665771484375,1289.322507723035,1253.3821003764835,1255.4974281999912,6270274,0.0108937738869367,1.0893773886936795,1179.296044921875,1198.8845776367189,74.44183414759586,18.59532693394067,3.768390287895616,14.826936646045052,1373.411865234375,0.0693301193524023,1,0.0133738337418597,3620692.2,1.7317887447046727,10528.349609375,0.0045560370379273,0.016235210147355,0.0086982920283872
2018-04-17,1275.8848876953125,1287.3075961376364,1268.0681906211194,1284.366264206858,3301724,-0.0066037917865755,-0.6603791786575552,1186.1638122558593,1199.3217456054688,71.03848409033489,21.91599480253172,7.397911190822836,14.518083611708878,1364.144775390625,0.0691754315350032,1,0.0127931028036609,3425904.3,0.9637525484877087,10548.7001953125,0.0019329321966454,0.0346782333895347,0.0077514897296981
2018-04-18,1272.8631591796875,1286.7033863683405,1267.5244752704175,1275.6432646602998,2433066,-0.0023683394519102,-0.2368339451910284,1192.7737121582031,1199.4869506835937,69.81389833092778,24.0268531678164,10.72369958622155,13.303153581594849,1398.2313232421875,0.0984930415798153,1,0.012896194733423,3373060.6,0.7213229433233426,10526.2001953125,-0.0021329642120266,0.0427917076863064,0.0073207734260929
2018-04-19,1285.7764892578125,1296.2725616305397,1275.5423735746062,1281.243645002039,4820952,0.0101451047467249,1.014510474672492,1199.347344970703,1199.7891381835936,72.03267666011686,26.43697248396893,13.866354165771025,12.570618318197903,1426.03271484375,0.1090828979668911,1,0.0128553126169437,3412859.0,1.4125845808455608,10565.2998046875,0.003714503681244,0.0435534342773176,0.0073271293302973
2018-04-20,1370.91357421875,1378.9317321155252,1305.459314379897,1309.48850979465,18465662,0.0662145292531217,6.621452925312177,1210.3410095214845,1202.2006103515623,81.62319527773292,34.815528896824844,18.05618911198179,16.759339784843053,1390.8582763671875,0.0145484752091709,0,0.0185253032698704,4140758.2,4.45948811983274,10564.0498046875,-0.0001183118343168,0.0402550212636321,0.0073410793331081
2018-04-23,1373.411865234375,1433.54761597407,1365.716159839532,1379.596720487214,15185910,0.001822354860735,0.1822354860735009,1221.9712890625,1205.5158374023438,81.82020564874506,41.18246065290873,22.681443420167177,18.50101723274156,1423.1522216796875,0.0362166351583281,1,0.0181334010186519,4783749.0,3.174478844939398,10584.7001953125,0.0019547797489403,0.0464618695778442,0.007204922750179
2018-04-24,1364.144775390625,1387.3126535964198,1346.7588330933738,1373.955907508872,8314336,-0.0067474951093192,-0.6747495109319268,1233.4041564941406,1208.9857885742188,78.46009967531522,44.96222667765642,27.137600071665027,17.82462660599139,1410.1175537109375,0.0337008059186005,1,0.018224712247244,5016759.7,1.6573119896494144,10614.349609375,0.0028011576629851,0.0616420018630585,0.0064271563395927
2018-04-25,1398.2313232421875,1403.3685466040024,1355.844213687526,1363.8824376269158,8196574,0.0249874855414826,2.498748554148267,1246.5645141601562,1212.9831567382812,81.47381803048822,50.13034659201185,31.736149375734392,18.39419721627745,1402.9053955078125,0.0033428462000026,0,0.0183916220570351,5278377.9,1.5528585022303916,10570.5498046875,-0.004126470890766,0.043422623138746,0.0061375487620545
2018-04-26,1426.03271484375,1434.3932937327822,1396.921783531336,1396.921783531336,12135034,0.0198832561818864,1.9883256181886464,1260.4964416503906,1217.5566943359374,83.50138272647523,55.82593221857428,36.55410594430237,19.27182627427191,1402.4619140625,-0.0165289341092238,0,0.0185076756639522,5760400.9,2.106630113192295,10617.7998046875,0.004469966167611,0.0425808140521664,0.0061183902877116
2018-04-27,1390.8582763671875,1427.947044762899,1377.9850149799984,1420.2915724574543,4501330,-0.0246659407672962,-2.4665940767296224,1272.640447998047,1221.4621997070312,72.66554154538552,56.84615455785252,40.6125156670124,16.233638890840112,1378.3673095703125,-0.0089807617419515,0,0.0200563257908161,5642184.7,0.7977991220315775,10692.2998046875,0.0070165195587046,0.057209487942224,0.0058231424018256
2018-04-30,1423.1522216796875,1429.9615229173949,1385.076323140467,1390.8581598231506,3458558,0.0232187174360058,2.32187174360059,1285.180322265625,1226.4608251953125,75.77389993349387,59.57380981090091,44.40477449579011,15.169035315110804,1386.526611328125,-0.0257355536488814,-1,0.0201205232346325,5731963.2,0.6033810545050254,10739.349609375,0.0044003446916887,0.051660805614828,0.0056093842622282
2018-05-02,1410.1175537109375,1423.192272123545,1398.6545133367165,1422.507328631035,3158046,-0.0091590117839718,-0.9159011783971828,1297.03623046875,1231.08552734375,72.20486637422493,59.99215525882073,47.52225064839624,12.469904610424493,1405.9072265625,-0.0029857986927099,0,0.0204727383914693,5793001.0,0.5451485335493641,10718.0498046875,-0.001983342144752,0.0461737242252318,0.0056957406505913
2018-05-03,1402.9053955078125,1420.6942532908868,1398.2918882249064,1414.166976622289,3761550,-0.0051145794080394,-0.5114579408039499,1308.53857421875,1235.5079711914063,70.2336858156147,59.06091864188375,49.82998424709374,9.230934394790005,1390.575927734375,-0.0087885240251531,0,0.0206254148396002,5838987.5,0.6442127166739097,10679.650390625,-0.0035826866605626,0.0544261659037734,0.0049266832937013
2018-05-04,1402.4619140625,1409.0093553046215,1398.130529856173,1406.9947579993536,2347244,-0.0003161164300404,-0.031611643004048,1319.070886230469,1239.9976977539063,70.10694518164429,57.62288096469297,51.38856359061359,6.234317374079375,1392.8721923828125,-0.0068377769004144,0,0.0206614386104074,5865878.5,0.4001521681705476,10618.25,-0.005749288448515,0.0283869578927515,0.0033977985974411
2018-05-07,1378.3673095703125,1406.1889180087285,1374.3179493159985,1406.1889180087285,3484426,-0.01718022019036,-1.718022019036003,1328.5525939941406,1243.8350952148437,63.41166714241535,53.91746554911629,51.89434398231414,2.0231215668021463,1383.4444580078125,0.003683450994701,0,0.0213160399154897,5983648.9,0.5823246079829316,10715.5,0.0091587596826219,0.0371578850458591,0.003805869028947
2018-05-08,1386.526611328125,1404.7788849785618,1368.596692962559,1383.9076344882108,2992820,0.0059195409678978,0.5919540967897818,1338.974102783203,1247.0495825195312,64.64306956562234,51.05080272216082,51.72563573028348,-0.6748330081226541,1403.1270751953125,0.0119726976255336,0,0.0209634608596689,6071496.6,0.4929295356930612,10717.7998046875,0.0002146241134337,0.0326080349973758,0.0037632350415252
2018-05-09,1405.9072265625,1408.103118469109,1386.1238370133467,1386.1238370133467,2615050,0.0139778169968267,1.3977816996826764,1350.0886352539062,1250.5880297851563,67.44569499651594,49.76909827276222,51.33432823877924,-1.5652299660170144,1407.760498046875,0.0013182032564882,0,0.0209801760873391,6143022.5,0.4256943548554477,10741.7001953125,0.0022299717349214,0.0326323819666418,0.0037634350376478
2018-05-10,1390.575927734375,1414.710766495073,1386.123647574815,1411.406846260895,3858678,-0.0109049150174799,-1.090491501747992,1358.89443359375,1253.6135571289062,63.17929700541328,46.97473507087284,50.46240960519796,-3.487674534325123,1406.914306640625,0.0117493612397487,0,0.0210122659974383,6179735.6,0.6244082675640686,10716.5498046875,-0.0023413789407356,0.0287410090893904,0.0038661973899007
2018-05-11,1392.8721923828125,1404.1741011635374,1387.050026759104,1391.7641640389963,2627876,0.0016513047598765,0.1651304759876515,1365.2947875976563,1257.040378417969,63.55119013787086,44.43327236247728,49.25658215665383,-4.823309794176545,1411.04443359375,0.0130465963139445,0,0.0193953009216549,6005411.4,0.4375846757143066,10806.5,0.0083935778727175,0.0332595121151393,0.0041361337712941
2018-05-14,1383.4444580078125,1398.5337756716328,1374.2780381298148,1392.8929019005575,2433894,-0.0067685566748746,-0.6768556674874637,1370.94072265625,1260.1928247070311,60.83446406715476,41.18366581900523,47.64199888912411,-6.458333070118883,1433.0841064453125,0.0358812008318585,1,0.0195736442651832,5718150.2,0.4256435936222871,10806.599609375,9.217542682682378e-06,0.0311050905626038,0.0041504449712454
2018-05-15,1403.1270751953125,1408.5262564700292,1383.5049117545318,1390.0725204379444,1952890,0.0142272550759596,1.4227255075959675,1376.8787475585937,1263.7977490234375,64.2687075244534,39.73847156977217,46.06129342525372,-6.32282185548155,1413.80419921875,0.007609520343659,0,0.0196455146869869,5502281.0,0.354923712547578,10801.849609375,-0.0004395462191344,0.0259774808158403,0.0041095586476808
2018-05-16,1407.760498046875,1413.8446222608684,1400.2460882052103,1402.139790311008,1648450,0.003302211847717,0.3302211847717062,1383.4725280761718,1267.473994140625,65.04572551077577,38.522954575543054,44.55362565531159,-6.030671079768538,1408.244384765625,0.0003437280129832,0,0.0194719977227479,5419617.3,0.3041635430605036,10741.099609375,-0.005624036826737,0.0182391584271204,0.004385580613768
2018-05-17,1406.914306640625,1423.5749686702711,1400.5481589714966,1415.4360145778994,2968048,-0.0006010904606458,-0.0601090460645825,1390.1750854492188,1270.5841259765623,64.7687132620546,37.064115968448505,43.05572371793898,-5.991607749490477,1452.0010986328125,0.0320465800790981,1,0.0194402775128049,5446366.4,0.5449592961648706,10682.7001953125,-0.0054370051657959,0.014867663268431,0.0045649329580814
2018-05-18,1411.04443359375,1417.3500852208088,1393.2958076941122,1402.4823931329347,1874996,0.0029355924050462,0.2935592405046261,1396.4384826660155,1274.2849462890624,65.54010265775322,35.82823697660433,41.610226369672056,-5.781989393067725,1444.78857421875,0.0239143005150148,1,0.0194104691222392,5299068.6,0.3538350116848837,10596.400390625,-0.0080784636009318,0.0029436538964755,0.0049101819850367
2018-05-21,1433.0841064453125,1447.28702055291,1417.4911395669478,1421.7821934178012,3446178,0.0156194038450159,1.5619403845015922,1399.5470092773437,1278.5502587890626,69.39146302351,36.20980725916911,40.53014254757147,-4.320335288402362,1411.04443359375,-0.0153791900645878,0,0.0133364024444871,4548094.4,0.7577191009931543,10516.7001953125,-0.007521440524559,-0.0044821456023418,0.0052024852765142
2018-05-22,1413.80419921875,1440.4170519619795,1407.6798424708238,1433.5875860865517,1857416,-0.0134534373382908,-1.3453437338290852,1401.5666259765626,1282.619338378906,62.78126156964048,34.55811266180399,39.33573657041798,-4.77762390861399,1419.687255859375,0.0041611537466617,0,0.0137950049039252,3881669.7,0.478509544488033,10536.7001953125,0.0019017372016476,-0.0045348473848373,0.0052013360919812
2018-05-23,1408.244384765625,1428.3500341926792,1402.5631788504136,1420.291641898221,1507298,-0.003932520823037,-0.3932520823037078,1403.7716064453125,1286.334267578125,60.97734194921615,32.42670733527916,37.953930723390215,-5.527223388111054,1415.899169921875,0.0054356937184052,0,0.0137201495920137,3541317.8,0.4256319497786954,10430.349609375,-0.0100933483885982,-0.0173350235079391,0.0055923394228391
2018-05-24,1452.0010986328125,1456.554109020846,1411.1652630624544,1414.247558136423,2962316,0.0310718184574689,3.107181845746898,1406.4600952148437,1290.7788793945313,68.61950101587306,33.87783182002522,37.13871094271722,-3.260879122691996,1414.680419921875,-0.025702927322905,-1,0.0143185209610308,3279604.9,0.9032539254957206,10513.849609375,0.0080054842960344,-0.0053639778781758,0.005870341245646
2018-05-25,1444.78857421875,1480.6484050387903,1439.4498915404856,1460.582996883663,3769772,-0.0049672995570414,-0.4967299557041449,1407.3978881835938,1296.4116870117186,66.3141723068305,34.05332248222271,36.52163325061832,-2.468310768395611,1407.692626953125,-0.025675692573693,-1,0.0137506293862039,2861341.8,1.3174839860096408,10605.150390625,0.008683858400313,-0.0011913404184655,0.0061191086881138
2018-05-28,1411.04443359375,1457.1585565430182,1404.577555124834,1457.1585565430182,3716798,-0.0233557637616609,-2.335576376166093,1408.407196044922,1301.3688037109375,56.71414531508805,31.11090283742351,35.439487167979365,-4.328584330555856,1417.2806396484375,0.0044195674538785,0,0.0136257625205187,2822115.2,1.3170256125618116,10688.650390625,0.007873532851907,-0.0003413123583478,0.0061738935298542
2018-05-29,1419.687255859375,1427.9471079226978,1405.3836096033774,1422.2659020339647,3525312,0.0061251240994677,0.6125124099467749,1408.2339477539062,1306.6373828125,58.37621623364422,29.14050400485371,34.17969053535424,-5.03918653050053,1398.876708984375,-0.0146585431327287,0,0.0126470425868327,2825452.9,1.247698023916803,10633.2998046875,-0.0051784447909389,-0.0098748814914194,0.0061861797014194
2018-05-30,1415.899169921875,1423.514307594808,1403.16687693148,1413.8644071817423,3779106,-0.0026682538156665,-0.2668253815666599,1408.5230285644532,1312.184775390625,57.33704342895453,26.962475226431707,32.73624747356973,-5.773772247138027,1402.2484130859375,-0.0096410515140641,0,0.0124831064933889,2856505.9,1.3229820390008646,10614.349609375,-0.0017821556488181,-0.009675285821787,0.0061837659876016
2018-05-31,1414.680419921875,1429.3062186321035,1402.53282203613,1408.951942418684,5049371,-0.0008607604452987,-0.0860760445298702,1409.1117797851562,1317.6650805664062,56.98556700933599,24.85155552565743,31.159309083987274,-6.307753558329843,1410.2115478515625,-0.0031589269260963,0,0.0124224754059401,2920896.95,1.728705629275966,10736.150390625,0.0114751054687722,0.0052904353544753,0.0066812205163596
2018-06-01,1407.692626953125,1428.0469055955266,1394.5701131166174,1425.2029999513818,1603856,-0.0049394851800775,-0.4939485180077585,1409.3733154296874,1322.7328564453126,54.90730125590216,22.357061671125848,29.39885960141499,-7.041797930289143,1419.596435546875,0.008456255553114,0,0.0124811657871174,2883727.55,0.5561745942330787,10696.2001953125,-0.0037210912532843,0.0073411527617546,0.0065997039039088
2018-06-04,1417.2806396484375,1421.1402257389234,1391.563588281689,1417.8900479785143,1681483,0.00681115501476,0.681115501476004,1411.3189819335937,1328.0576635742189,57.21309438503736,20.912760528071885,27.70163978674637,-6.788879258674484,1421.7086181640625,0.0031242778541893,0,0.0118539198443445,2793580.4,0.6019096497097417,10628.5,-0.0063293687549125,-0.0081190798376183,0.0064224948983647
2018-06-05,1398.876708984375,1423.496849079537,1390.3856579204455,1417.0777271522852,2449568,-0.0129853821107919,-1.298538211079192,1411.9364868164062,1333.219072265625,51.743711118185225,18.074743676089383,25.77626056461497,-7.701516888525589,1447.141845703125,0.0345027809876052,1,0.0122274155308142,2766417.8,0.8854656733339411,10593.150390625,-0.0033259264595192,-0.0116301308415915,0.0064537306569403
2018-06-06,1402.2484130859375,1409.6832137316374,1393.676030511858,1400.0139161217269,2236512,0.0024102939736629,0.2410293973662991,1411.7535461425782,1338.5542919921877,52.63702774656386,15.91421406310974,23.803851264313927,-7.889637201204188,1482.162353515625,0.0569898597737188,1,0.0118239724875893,2747490.9,0.8140198025769622,10684.650390625,0.0086376570355291,-0.0053110591107723,0.0067519434932322
2018-06-07,1410.2115478515625,1421.140230935882,1400.6641506454469,1401.6391643021136,2414762,0.0056788331449064,0.567883314490647,1412.7353271484376,1344.0580395507814,54.76677630731496,14.675368688795515,21.978154749210248,-7.302786060414732,1452.464111328125,0.0299618617794852,1,0.0116031513945585,2675295.1,0.9026151918717304,10768.349609375,0.0078335945201764,0.0048336270191029,0.0069655934679181
2018-06-08,1419.596435546875,1427.884448722578,1409.7646672153344,1409.7646672153344,2582138,0.006654950251691,0.665495025169105,1414.0715393066407,1349.5020849609375,57.20892593956556,14.286174679613625,20.439758735290926,-6.153584055677303,1495.1221923828125,0.0532022728042724,1,0.0116769752221963,2673008.2,0.9660045188039452,10767.650390625,-6.493276828523076e-05,-0.0035950223823624,0.0066976574060416
2018-06-11,1421.7086181640625,1432.5154962395195,1416.2646114268196,1419.596022975917,2179378,0.0014878754019791,0.1487875401979144,1415.9847473144532,1354.9766943359375,57.7616504669404,13.986938389122995,19.14919466605734,-5.162256276934343,1486.1436767578125,0.0453222677069784,1,0.0115323602011493,2660282.4,0.8192280639078017,10786.9501953125,0.0017923877528847,-0.0018182790861848,0.006711865074045
2018-06-12,1447.141845703125,1450.392023907961,1424.3905982692747,1427.6407764741105,4608875,0.0178891984012208,1.788919840122083,1418.1854858398438,1360.4724365234374,63.82148758657807,15.621960148816015,18.443747762609075,-2.8217876137930595,1482.487548828125,0.0244244910959827,1,0.0117728294340931,2793081.65,1.650103927323428,10842.849609375,0.0051821333231696,0.0037956462534356,0.0068125172247134
2018-06-13,1482.162353515625,1488.297103962435,1460.9549626056355,1475.5807631211535,5370983,0.0241997755206122,2.419977552061225,1421.9055786132812,1366.6556958007814,70.16808306890826,19.5185908099852,18.6587163720843,0.8598744379008991,1480.8214111328125,-0.0009047203092372,0,0.0128122941999022,2979208.3,1.8028222464337256,10856.7001953125,0.0012773935299743,0.0107624535793897,0.0066747721385056
2018-06-14,1452.464111328125,1488.8254814752404,1449.579538378856,1486.9565892563378,3819998,-0.0200371046512259,-2.003710465122599,1424.1830688476562,1372.2478076171874,60.47890339804377,19.97998194198408,18.922969486064257,1.0570124559198213,1478.302978515625,0.0177896768574012,0,0.0137733977981518,3021805.8,1.2641441087974614,10808.0498046875,-0.0044811397339686,0.0117338881634068,0.0066328886987775
2018-06-15,1495.1221923828125,1500.8505702369866,1453.3167282580152,1462.5797531991172,9183574,0.0293694561689934,2.9369456168993446,1428.3869567871093,1378.3139379882812,67.43484332944394,23.516702463531143,19.841716081557635,3.674986381973511,1470.5428466796875,-0.0164396902329115,0,0.0151038391526119,3387234.7,2.711230491350363,10817.7001953125,0.0008928891705157,0.0208844321212411,0.0063102972036865
2018-06-18,1486.1436767578125,1517.792240805985,1480.5777675708323,1517.792240805985,4674987,-0.0060052052405767,-0.6005205240576794,1431.0399353027344,1384.2621484375,64.84776395809902,25.30340587114165,20.93405403947444,4.36935183166721,1478.2213134765625,-0.0053308192237062,0,0.0149263300940599,3448675.15,1.35558926157484,10799.849609375,-0.0016501276255774,0.0269237887173683,0.0060203192616637
2018-06-19,1482.487548828125,1494.269444941037,1479.643642869836,1480.578088950787,3245034,-0.0024601443231004,-0.2460144323100488,1434.474102783203,1390.349970703125,63.77482212044959,26.12322989272866,21.971889210125283,4.151340682603376,1504.83251953125,0.0150726194771675,0,0.0145273049695411,3518056.05,0.9223940590713444,10710.4501953125,-0.0082778387936898,0.0164899823264683,0.0063898697835913
2018-06-20,1480.8214111328125,1492.0752297314891,1477.693135222503,1488.581249351117,3107695,-0.0011238797227197,-0.1123879722719767,1438.1029541015623,1396.2940673828125,63.26114242999391,26.334930265654062,22.844497421231043,3.4904328444230224,1509.7078857421875,0.0195070616836079,0,0.0144755950108928,3598075.9,0.8637102402425697,10772.0498046875,0.0057513557555179,0.0327601861979174,0.0059289149443836
2018-06-21,1478.302978515625,1488.5816874064644,1476.8810254845323,1488.5816874064644,2910659,-0.0017006997591025,-0.1700699759102586,1439.4180480957032,1401.570927734375,62.4424380393467,25.999778608134648,23.47555365861177,2.524224949522882,1497.2755126953125,0.0128339957744914,0,0.0128481645057448,3595493.05,0.8095298640613421,10741.099609375,-0.0028731945983977,0.0216143475932322,0.0058110474010464
2018-06-22,1470.5428466796875,1484.5185702273902,1462.214266852194,1484.5185702273902,2949458,-0.0052493514176163,-0.5249351417616399,1440.70576171875,1405.684482421875,59.87126122434736,24.82185977150584,23.74481488119058,1.0770448903152603,1501.3790283203125,0.0209692507159853,1,0.0128551844565744,3554477.35,0.8297866914245493,10821.849609375,0.0075178522624927,0.0204333942252779,0.005736173105058
