Date,Close,High,Low,Open,Volume,Daily_Return,Daily_Return_Percent,SMA_20,SMA_50,RSI_14,MACD,MACD_Signal,MACD_Histogram,Future_Close_5D,Future_Return_5D,Target,Volatility_20,Volume_SMA_20,Volume_Ratio,Price_vs_SMA20,Price_vs_SMA50,High_Low_Range,Open_Close_Change,Return_Lag_1,Return_Lag_2,Return_Lag_5,RSI_Lag_1,Volatility_Lag_1,Volume_Ratio_Lag_1
2018-04-06,1188.733154296875,1192.6414528977743,1179.1638183150094,1190.2239364391978,1129018,-0.0025864062698126,-0.2586406269812658,1166.760211181641,1202.9935327148437,54.99469337976953,-4.863628466805039,-10.12672723855366,5.26309877174862,1270.5257568359375,0.06880652923947594,1,0.0153345604256368,7315280.4,0.1543369410692719,0.0188324412374165,-0.0118540773746195,0.011337813313314,-0.00125252240077,0.0161632055263618,-0.0001200931064996,0.0005089657876899,56.20242183736555,0.0153563007383039,0.2460222098791251
2018-04-09,1178.096435546875,1194.0520891103708,1174.5104908914227,1184.4625841249983,1235866,-0.0089479448870015,-0.8947944887001569,1165.1475219726562,1201.442297363281,50.92786139057725,-3.879743129202325,-8.877330416683392,4.997587287481068,1284.3665771484375,0.09020495979366205,1,0.0153636340694043,7279482.4,0.1697738839233954,0.0111135399853021,-0.0194315298101637,0.0165874351447951,-0.0053747147976195,-0.0025864062698126,0.0161632055263618,0.0212343648931858,54.99469337976953,0.0153345604256368,0.1543369410692719
2018-04-10,1183.6165771484375,1191.5339074113165,1178.8217752076837,1178.8217752076837,1184532,0.0046856449395842,0.4685644939584232,1163.2034545898437,1200.1175048828125,52.87550452908039,-2.6243260203666523,-7.626729537420045,5.002403517053393,1275.8848876953125,0.07795456090110475,1,0.0152027672226325,7245087.2,0.1634945125298146,0.0175490559953603,-0.0137494267579958,0.0107400761775902,0.0040674528088939,-0.0089479448870015,-0.0025864062698126,0.0005498790599265,50.92786139057725,0.0153636340694043,0.1697738839233954
2018-04-11,1214.4599609375,1218.8316775417509,1186.8399036011613,1188.85450141528,3124416,0.026058593960698,2.605859396069809,1162.4379272460938,1198.824541015625,61.96017862047198,0.8496106038639937,-5.931461509163238,6.781072113027232,1272.8631591796875,0.04808985073258665,1,0.016343729202351,7296741.0,0.4281933537177761,0.0447525261109214,0.013042292167817,0.0263423867147449,0.0215379253657514,0.0046856449395842,-0.0089479448870015,-0.0001200931064996,52.87550452908039,0.0152027672226325,0.1634945125298146
2018-04-12,1264.8651123046875,1269.1964971760024,1211.9617592724037,1212.78776396818,6114360,0.0415041689215323,4.15041689215323,1167.5237731933594,1198.9712036132812,71.59684478133657,7.582597405941897,-3.228649726142211,10.811247132084109,1285.7764892578125,0.016532495639019373,0,0.0135730907865206,3199101.3,1.9112742694331064,0.0833741816195179,0.0549587083433071,0.0452496770974355,0.0429401993355483,0.026058593960698,0.0046856449395842,0.0161632055263618,61.96017862047198,0.016343729202351,0.4281933537177761
2018-04-13,1270.5257568359375,1305.781204145641,1261.9838852758426,1269.1961031493158,8179118,0.0044752950146089,0.4475295014608971,1172.8906311035155,1198.6041455078123,72.44119830210924,13.222879536490607,0.0616561263843529,13.161223410106256,1370.91357421875,0.07901281563375306,1,0.0135361434878515,3424623.8,2.388325981966253,0.083243162783696,0.0600044740356326,0.0344718071508202,0.0010476345486109,0.0415041689215323,0.026058593960698,-0.0025864062698126,71.59684478133657,0.0135730907865206,1.9112742694331064
2018-04-16,1284.3665771484375,1289.322507723035,1253.3821003764835,1255.4974281999912,6270274,0.0108937738869367,1.0893773886936795,1179.296044921875,1198.8845776367189,74.44183414759586,18.59532693394067,3.768390287895616,14.826936646045052,1373.411865234375,0.0693301193524023,1,0.0133738337418597,3620692.2,1.7317887447046727,0.0890959760943854,0.0713012754574118,0.0279829824179531,0.0229941920230263,0.0044752950146089,0.0415041689215323,-0.0089479448870015,72.44119830210924,0.0135361434878515,2.388325981966253
2018-04-17,1275.8848876953125,1287.3075961376364,1268.0681906211194,1284.366264206858,3301724,-0.0066037917865755,-0.6603791786575552,1186.1638122558593,1199.3217456054688,71.03848409033489,21.91599480253172,7.397911190822836,14.518083611708878,1364.144775390625,0.06917543153500327,1,0.0127931028036609,3425904.3,0.9637525484877087,0.0756397004464506,0.063838700807673,0.0150792643615914,-0.0066035497411503,0.0108937738869367,0.0044752950146089,0.0046856449395842,74.44183414759586,0.0133738337418597,1.7317887447046727
2018-04-18,1272.8631591796875,1286.7033863683405,1267.5244752704175,1275.6432646602998,2433066,-0.0023683394519102,-0.2368339451910284,1192.7737121582031,1199.4869506835937,69.81389833092778,24.0268531678164,10.72369958622155,13.303153581594849,1398.2313232421875,0.09849304157981531,1,0.012896194733423,3373060.6,0.7213229433233426,0.0671455500780366,0.0611729943825369,0.0150675357045317,-0.0021793753454674,-0.0066037917865755,0.0108937738869367,0.026058593960698,71.03848409033489,0.0127931028036609,0.9637525484877087
2018-04-19,1285.7764892578125,1296.2725616305397,1275.5423735746062,1281.243645002039,4820952,0.0101451047467249,1.014510474672492,1199.347344970703,1199.7891381835936,72.03267666011686,26.43697248396893,13.866354165771025,12.570618318197903,1426.03271484375,0.10908289796689119,1,0.0128553126169437,3412859.0,1.4125845808455608,0.0720634807335323,0.0716687193921412,0.0161226995742467,0.0035378472107591,-0.0023683394519102,-0.0066037917865755,0.0415041689215323,69.81389833092778,0.012896194733423,0.7213229433233426
2018-04-20,1370.91357421875,1378.9317321155252,1305.459314379897,1309.48850979465,18465662,0.0662145292531217,6.621452925312177,1210.3410095214845,1202.2006103515623,81.62319527773292,34.815528896824844,18.05618911198179,16.759339784843053,1390.8582763671875,0.014548475209170908,0,0.0185253032698704,4140758.2,4.45948811983274,0.1326672098475361,0.140336781078368,0.0535937633978847,0.0469076772836535,0.0101451047467249,-0.0023683394519102,0.0044752950146089,72.03267666011686,0.0128553126169437,1.4125845808455608
2018-04-23,1373.411865234375,1433.54761597407,1365.716159839532,1379.596720487214,15185910,0.001822354860735,0.1822354860735009,1221.9712890625,1205.5158374023438,81.82020564874506,41.18246065290873,22.681443420167177,18.50101723274156,1423.1522216796875,0.03621663515832818,1,0.0181334010186519,4783749.0,3.174478844939398,0.1239313701781492,0.1392731830000799,0.0493890127583558,-0.0044830892687645,0.0662145292531217,0.0101451047467249,0.0108937738869367,81.62319527773292,0.0185253032698704,4.45948811983274
2018-04-24,1364.144775390625,1387.3126535964198,1346.7588330933738,1373.955907508872,8314336,-0.0067474951093192,-0.6747495109319268,1233.4041564941406,1208.9857885742188,78.46009967531522,44.96222667765642,27.137600071665027,17.82462660599139,1410.1175537109375,0.033700805918600585,1,0.018224712247244,5016759.7,1.6573119896494144,0.1059998202601366,0.1283381395238634,0.0297283845781202,-0.0071407911015395,0.001822354860735,0.0662145292531217,-0.0066037917865755,81.82020564874506,0.0181334010186519,3.174478844939398
2018-04-25,1398.2313232421875,1403.3685466040024,1355.844213687526,1363.8824376269158,8196574,0.0249874855414826,2.498748554148267,1246.5645141601562,1212.9831567382812,81.47381803048822,50.13034659201185,31.736149375734392,18.39419721627745,1402.9053955078125,0.0033428462000026915,0,0.0183916220570351,5278377.9,1.5528585022303916,0.1216678377726909,0.1527211367073222,0.0339888916279446,0.0251846381093057,-0.0067474951093192,0.001822354860735,-0.0023683394519102,78.46009967531522,0.018224712247244,1.6573119896494144
2018-04-26,1426.03271484375,1434.3932937327822,1396.921783531336,1396.921783531336,12135034,0.0198832561818864,1.9883256181886464,1260.4964416503906,1217.5566943359374,83.50138272647523,55.82593221857428,36.55410594430237,19.27182627427191,1402.4619140625,-0.016528934109223847,0,0.0185076756639522,5760400.9,2.106630113192295,0.131326251882647,0.1712248977625774,0.0262767535494808,0.020839342370926,0.0249874855414826,-0.0067474951093192,0.0101451047467249,81.47381803048822,0.0183916220570351,1.5528585022303916
2018-04-27,1390.8582763671875,1427.947044762899,1377.9850149799984,1420.2915724574543,4501330,-0.0246659407672962,-2.4665940767296224,1272.640447998047,1221.4621997070312,72.66554154538552,56.84615455785252,40.6125156670124,16.233638890840112,1378.3673095703125,-0.008980761741951504,0,0.0200563257908161,5642184.7,0.7977991220315775,0.0928917735996097,0.1386830281778561,0.0359217259097005,-0.0207234181072693,0.0198832561818864,0.0249874855414826,0.0662145292531217,83.50138272647523,0.0185076756639522,2.106630113192295
2018-04-30,1423.1522216796875,1429.9615229173949,1385.076323140467,1390.8581598231506,3458558,0.0232187174360058,2.32187174360059,1285.180322265625,1226.4608251953125,75.77389993349387,59.57380981090091,44.40477449579011,15.169035315110804,1386.526611328125,-0.02573555364888147,-1,0.0201205232346325,5731963.2,0.6033810545050254,0.1073560628214678,0.160373158639659,0.0315392823713206,0.0232188031744683,-0.0246659407672962,0.0198832561818864,0.001822354860735,72.66554154538552,0.0200563257908161,0.7977991220315775
2018-05-02,1410.1175537109375,1423.192272123545,1398.6545133367165,1422.507328631035,3158046,-0.0091590117839718,-0.9159011783971828,1297.03623046875,1231.08552734375,72.20486637422493,59.99215525882073,47.52225064839624,12.469904610424493,1405.9072265625,-0.0029857986927099844,0,0.0204727383914693,5793001.0,0.5451485335493641,0.0871843982348277,0.1454261482169119,0.0174012150421457,-0.0087098144738705,0.0232187174360058,-0.0246659407672962,-0.0067474951093192,75.77389993349387,0.0201205232346325,0.6033810545050254
2018-05-03,1402.9053955078125,1420.6942532908868,1398.2918882249064,1414.166976622289,3761550,-0.0051145794080394,-0.5114579408039499,1308.53857421875,1235.5079711914063,70.2336858156147,59.06091864188375,49.82998424709374,9.230934394790005,1390.575927734375,-0.008788524025153177,0,0.0206254148396002,5838987.5,0.6442127166739097,0.0721161937051824,0.1354887448884558,0.0159685500802221,-0.0079634026961756,-0.0091590117839718,0.0232187174360058,0.0249874855414826,72.20486637422493,0.0204727383914693,0.5451485335493641
2018-05-04,1402.4619140625,1409.0093553046215,1398.130529856173,1406.9947579993536,2347244,-0.0003161164300404,-0.031611643004048,1319.070886230469,1239.9976977539063,70.10694518164429,57.62288096469297,51.38856359061359,6.234317374079375,1392.8721923828125,-0.006837776900414427,0,0.0206614386104074,5865878.5,0.4001521681705476,0.0632195196653448,0.1310197725389945,0.0077569489334193,-0.0032216494845361,-0.0051145794080394,-0.0091590117839718,0.0198832561818864,70.2336858156147,0.0206254148396002,0.6442127166739097
2018-05-07,1378.3673095703125,1406.1889180087285,1374.3179493159985,1406.1889180087285,3484426,-0.01718022019036,-1.718022019036003,1328.5525939941406,1243.8350952148437,63.41166714241535,53.91746554911629,51.89434398231414,2.0231215668021463,1383.4444580078125,0.0036834509947010208,0,0.0213160399154897,5983648.9,0.5823246079829316,0.0374954787649088,0.1081592044419934,0.0231222610050621,-0.0197851142773998,-0.0003161164300404,-0.0051145794080394,-0.0246659407672962,70.10694518164429,0.0206614386104074,0.4001521681705476
2018-05-08,1386.526611328125,1404.7788849785618,1368.596692962559,1383.9076344882108,2992820,0.0059195409678978,0.5919540967897818,1338.974102783203,1247.0495825195312,64.64306956562234,51.05080272216082,51.72563573028348,-0.6748330081226541,1403.1270751953125,0.011972697625533657,0,0.0209634608596689,6071496.6,0.4929295356930612,0.035514136118151,0.1118456160554541,0.0260955626241782,0.0018924506048286,-0.01718022019036,-0.0003161164300404,0.0232187174360058,63.41166714241535,0.0213160399154897,0.5823246079829316
2018-05-09,1405.9072265625,1408.103118469109,1386.1238370133467,1386.1238370133467,2615050,0.0139778169968267,1.3977816996826764,1350.0886352539062,1250.5880297851563,67.44569499651594,49.76909827276222,51.33432823877924,-1.5652299660170144,1407.760498046875,0.0013182032564882373,0,0.0209801760873391,6143022.5,0.4256943548554477,0.0413443901763503,0.124196932225576,0.0156335219284009,0.0142724546111119,0.0059195409678978,-0.01718022019036,-0.0091590117839718,64.64306956562234,0.0209634608596689,0.4929295356930612
2018-05-10,1390.575927734375,1414.710766495073,1386.123647574815,1411.406846260895,3858678,-0.0109049150174799,-1.090491501747992,1358.89443359375,1253.6135571289062,63.17929700541328,46.97473507087284,50.46240960519796,-3.487674534325123,1406.914306640625,0.01174936123974879,0,0.0210122659974383,6179735.6,0.6244082675640686,0.0233141687517548,0.1092540598548945,0.0205577547763493,-0.0147589751188364,0.0139778169968267,0.0059195409678978,-0.0051145794080394,67.44569499651594,0.0209801760873391,0.4256943548554477
2018-05-11,1392.8721923828125,1404.1741011635374,1387.050026759104,1391.7641640389963,2627876,0.0016513047598765,0.1651304759876515,1365.2947875976563,1257.040378417969,63.55119013787086,44.43327236247728,49.25658215665383,-4.823309794176545,1411.04443359375,0.013046596313944558,0,0.0193953009216549,6005411.4,0.4375846757143066,0.0201988647694764,0.1080568423233889,0.0122940744298577,0.0007961322560573,-0.0109049150174799,0.0139778169968267,-0.0003161164300404,63.17929700541328,0.0210122659974383,0.6244082675640686
2018-05-14,1383.4444580078125,1398.5337756716328,1374.2780381298148,1392.8929019005575,2433894,-0.0067685566748746,-0.6768556674874637,1370.94072265625,1260.1928247070311,60.83446406715476,41.18366581900523,47.64199888912411,-6.458333070118883,1433.0841064453125,0.03588120083185853,1,0.0195736442651832,5718150.2,0.4256435936222871,0.0091205514176688,0.0978037891379319,0.0175328596687912,-0.0067833240300477,0.0016513047598765,-0.0109049150174799,-0.01718022019036,63.55119013787086,0.0193953009216549,0.4375846757143066
2018-05-15,1403.1270751953125,1408.5262564700292,1383.5049117545318,1390.0725204379444,1952890,0.0142272550759596,1.4227255075959675,1376.8787475585937,1263.7977490234375,64.2687075244534,39.73847156977217,46.06129342525372,-6.32282185548155,1413.80419921875,0.007609520343659026,0,0.0196455146869869,5502281.0,0.354923712547578,0.0190636449892636,0.1102465376912862,0.0178325578330205,0.0093912760416667,-0.0067685566748746,0.0016513047598765,0.0059195409678978,60.83446406715476,0.0195736442651832,0.4256435936222871
2018-05-16,1407.760498046875,1413.8446222608684,1400.2460882052103,1402.139790311008,1648450,0.003302211847717,0.3302211847717062,1383.4725280761718,1267.473994140625,65.04572551077577,38.522954575543054,44.55362565531159,-6.030671079768538,1408.244384765625,0.0003437280129832132,0,0.0194719977227479,5419617.3,0.3041635430605036,0.0175558021412087,0.1106819584108051,0.0096596928771084,0.0040086643105822,0.0142272550759596,-0.0067685566748746,0.0139778169968267,64.2687075244534,0.0196455146869869,0.354923712547578
2018-05-17,1406.914306640625,1423.5749686702711,1400.5481589714966,1415.4360145778994,2968048,-0.0006010904606458,-0.0601090460645825,1390.1750854492188,1270.5841259765623,64.7687132620546,37.064115968448505,43.05572371793898,-5.991607749490477,1452.0010986328125,0.03204658007909811,1,0.0194402775128049,5446366.4,0.5449592961648706,0.0120410884690809,0.1072972484677314,0.0163668885802697,-0.0060205532779351,0.003302211847717,0.0142272550759596,-0.0109049150174799,65.04572551077577,0.0194719977227479,0.3041635430605036
2018-05-18,1411.04443359375,1417.3500852208088,1393.2958076941122,1402.4823931329347,1874996,0.0029355924050462,0.2935592405046261,1396.4384826660155,1274.2849462890624,65.54010265775322,35.82823697660433,41.610226369672056,-5.781989393067725,1444.78857421875,0.023914300515014864,1,0.0194104691222392,5299068.6,0.3538350116848837,0.0104594302642315,0.1073225322977837,0.0170471439127068,0.006104918323922,-0.0006010904606458,0.003302211847717,0.0016513047598765,64.7687132620546,0.0194402775128049,0.5449592961648706
2018-05-21,1433.0841064453125,1447.28702055291,1417.4911395669478,1421.7821934178012,3446178,0.0156194038450159,1.5619403845015922,1399.5470092773437,1278.5502587890626,69.39146302351,36.20980725916911,40.53014254757147,-4.320335288402362,1411.04443359375,-0.015379190064587878,0,0.0133364024444871,4548094.4,0.7577191009931543,0.0239628229317467,0.1208664630850036,0.0207914391430027,0.0079491170165402,0.0029355924050462,-0.0006010904606458,-0.0067685566748746,65.54010265775322,0.0194104691222392,0.3538350116848837
2018-05-22,1413.80419921875,1440.4170519619795,1407.6798424708238,1433.5875860865517,1857416,-0.0134534373382908,-1.3453437338290852,1401.5666259765626,1282.619338378906,62.78126156964048,34.55811266180399,39.33573657041798,-4.77762390861399,1419.687255859375,0.0041611537466617055,0,0.0137950049039252,3881669.7,0.478509544488033,0.0087313531981831,0.1022788733293602,0.0231554054721621,-0.0137999150242413,0.0156194038450159,0.0029355924050462,0.0142272550759596,69.39146302351,0.0133364024444871,0.7577191009931543
2018-05-23,1408.244384765625,1428.3500341926792,1402.5631788504136,1420.291641898221,1507298,-0.003932520823037,-0.3932520823037078,1403.7716064453125,1286.334267578125,60.97734194921615,32.42670733527916,37.953930723390215,-5.527223388111054,1415.899169921875,0.005435693718405243,0,0.0137201495920137,3541317.8,0.4256319497786954,0.0031862578640116,0.0947732795900937,0.018311349664325,-0.0084822417996454,-0.0134534373382908,0.0156194038450159,0.003302211847717,62.78126156964048,0.0137950049039252,0.478509544488033
2018-05-24,1452.0010986328125,1456.554109020846,1411.1652630624544,1414.247558136423,2962316,0.0310718184574689,3.107181845746898,1406.4600952148437,1290.7788793945313,68.61950101587306,33.87783182002522,37.13871094271722,-3.260879122691996,1414.680419921875,-0.025702927322905023,-1,0.0143185209610308,3279604.9,0.9032539254957206,0.03237987595447,0.1249030502528103,0.0312595121320012,0.02669514278401,-0.003932520823037,-0.0134534373382908,-0.0006010904606458,60.97734194921615,0.0137201495920137,0.4256319497786954
2018-05-25,1444.78857421875,1480.6484050387903,1439.4498915404856,1460.582996883663,3769772,-0.0049672995570414,-0.4967299557041449,1407.3978881835938,1296.4116870117186,66.3141723068305,34.05332248222271,36.52163325061832,-2.468310768395611,1407.692626953125,-0.025675692573693065,-1,0.0137506293862039,2861341.8,1.3174839860096408,0.0265672460851942,0.1144519821084351,0.028515254227133,-0.0108137796336206,0.0310718184574689,-0.003932520823037,0.0029355924050462,68.61950101587306,0.0143185209610308,0.9032539254957206
2018-05-28,1411.04443359375,1457.1585565430182,1404.577555124834,1457.1585565430182,3716798,-0.0233557637616609,-2.335576376166093,1408.407196044922,1301.3688037109375,56.71414531508805,31.11090283742351,35.439487167979365,-4.328584330555856,1417.2806396484375,0.0044195674538785035,0,0.0136257625205187,2822115.2,1.3170256125618116,0.001872496502598,0.0842771315633703,0.0372638877744389,-0.0316466061584059,-0.0049672995570414,0.0310718184574689,0.0156194038450159,66.3141723068305,0.0137506293862039,1.3174839860096408
2018-05-29,1419.687255859375,1427.9471079226978,1405.3836096033774,1422.2659020339647,3525312,0.0061251240994677,0.6125124099467749,1408.2339477539062,1306.6373828125,58.37621623364422,29.14050400485371,34.17969053535424,-5.03918653050053,1398.876708984375,-0.01465854313272874,0,0.0126470425868327,2825452.9,1.247698023916803,0.0081331004154079,0.086519698987594,0.0158932879239393,-0.0018130549082995,-0.0233557637616609,-0.0049672995570414,-0.0134534373382908,56.71414531508805,0.0136257625205187,1.3170256125618116
2018-05-30,1415.899169921875,1423.514307594808,1403.16687693148,1413.8644071817423,3779106,-0.0026682538156665,-0.2668253815666599,1408.5230285644532,1312.184775390625,57.33704342895453,26.962475226431707,32.73624747356973,-5.773772247138027,1402.2484130859375,-0.009641051514064136,0,0.0124831064933889,2856505.9,1.3229820390008646,0.0052367914530579,0.0790394740713062,0.0143706777259081,0.0014391498433634,0.0061251240994677,-0.0233557637616609,-0.003932520823037,58.37621623364422,0.0126470425868327,1.247698023916803
2018-05-31,1414.680419921875,1429.3062186321035,1402.53282203613,1408.951942418684,5049371,-0.0008607604452987,-0.0860760445298702,1409.1117797851562,1317.6650805664062,56.98556700933599,24.85155552565743,31.159309083987274,-6.307753558329843,1410.2115478515625,-0.003158926926096317,0,0.0124224754059401,2920896.95,1.728705629275966,0.0039518796284336,0.0736267058953752,0.0189254026697082,0.0040657721038782,-0.0026682538156665,0.0061251240994677,0.0310718184574689,57.33704342895453,0.0124831064933889,1.3229820390008646
2018-06-01,1407.692626953125,1428.0469055955266,1394.5701131166174,1425.2029999513818,1603856,-0.0049394851800775,-0.4939485180077585,1409.3733154296874,1322.7328564453126,54.90730125590216,22.357061671125848,29.39885960141499,-7.041797930289143,1419.596435546875,0.008456255553114023,0,0.0124811657871174,2883727.55,0.5561745942330787,-0.0011925076614991,0.0642304831953231,0.0237813225969421,-0.0122862308028078,-0.0008607604452987,-0.0026682538156665,-0.0049672995570414,56.98556700933599,0.0124224754059401,1.728705629275966
2018-06-04,1417.2806396484375,1421.1402257389234,1391.563588281689,1417.8900479785143,1681483,0.00681115501476,0.681115501476004,1411.3189819335937,1328.0576635742189,57.21309438503736,20.912760528071885,27.70163978674637,-6.788879258674484,1421.7086181640625,0.003124277854189339,0,0.0118539198443445,2793580.4,0.6019096497097417,0.0042241745425091,0.0671830587793091,0.0208685821493836,-0.0004297994269341,-0.0049394851800775,-0.0008607604452987,-0.0233557637616609,54.90730125590216,0.0124811657871174,0.5561745942330787
2018-06-05,1398.876708984375,1423.496849079537,1390.3856579204455,1417.0777271522852,2449568,-0.0129853821107919,-1.298538211079192,1411.9364868164062,1333.219072265625,51.743711118185225,18.074743676089383,25.77626056461497,-7.701516888525589,1447.141845703125,0.034502780987605286,1,0.0122274155308142,2766417.8,0.8854656733339411,-0.0092495504960552,0.0492474478385414,0.0236698423430976,-0.0128440506961367,0.00681115501476,-0.0049394851800775,0.0061251240994677,57.21309438503736,0.0118539198443445,0.6019096497097417
2018-06-06,1402.2484130859375,1409.6832137316374,1393.676030511858,1400.0139161217269,2236512,0.0024102939736629,0.2410293973662991,1411.7535461425782,1338.5542919921877,52.63702774656386,15.91421406310974,23.803851264313927,-7.889637201204188,1482.162353515625,0.05698985977371884,1,0.0118239724875893,2747490.9,0.8140198025769622,-0.0067328558037712,0.0475842642131107,0.0114153691103505,0.0015960533952409,-0.0129853821107919,0.00681115501476,-0.0026682538156665,51.743711118185225,0.0122274155308142,0.8854656733339411
2018-06-07,1410.2115478515625,1421.140230935882,1400.6641506454469,1401.6391643021136,2414762,0.0056788331449064,0.567883314490647,1412.7353271484376,1344.0580395507814,54.76677630731496,14.675368688795515,21.978154749210248,-7.302786060414732,1452.464111328125,0.029961861779485233,1,0.0116031513945585,2675295.1,0.9026151918717304,-0.001786448776622,0.0492192348500748,0.0145198642867662,0.0061159703351448,0.0024102939736629,-0.0129853821107919,-0.0008607604452987,52.63702774656386,0.0118239724875893,0.8140198025769622
