Strategy,Date,Equity,Position,Probability,Market_Return,Trading_Cost,Running_Max,Drawdown
Fixed_100pct,2023-03-06,100000.0,0.0,0.5566051006317139,0.005501372881431932,0.0,100000.0,0.0
Fixed_100pct,2023-03-08,100000.0,0.0,0.5375850796699524,-0.01579453935521924,0.0,100000.0,0.0
Fixed_100pct,2023-03-09,100000.0,0.0,0.3203698992729187,-0.0017531796409910871,0.0,100000.0,0.0
Fixed_100pct,2023-03-10,100000.0,0.0,0.4161155521869659,-0.014725322374099403,0.0,100000.0,0.0
Fixed_100pct,2023-03-13,100000.0,0.0,0.452767014503479,-0.020414692788376154,0.0,100000.0,0.0
Fixed_100pct,2023-03-14,100000.0,0.0,0.4399172663688659,-0.004992316854660395,0.0,100000.0,0.0
Fixed_100pct,2023-03-15,100000.0,0.0,0.4191609621047973,-0.00434521328209303,0.0,100000.0,0.0
Fixed_100pct,2023-03-16,100000.0,0.0,0.4191609621047973,-0.0017896236018445366,0.0,100000.0,0.0
Fixed_100pct,2023-03-17,100000.0,0.0,0.4160205423831939,-0.01132324708178123,0.0,100000.0,0.0
Fixed_100pct,2023-03-20,100000.0,0.0,0.4828085303306579,-0.011834680302233225,0.0,100000.0,0.0
Fixed_100pct,2023-03-21,100645.2078296032,1.0,0.8460187315940857,0.007952078296032061,0.0015,100645.2078296032,0.0
Fixed_100pct,2023-03-22,100494.2400178588,0.0,0.5559381246566772,-0.001964400916205755,0.0015,100645.2078296032,-0.0014999999999999458
Fixed_100pct,2023-03-23,100494.2400178588,0.0,0.583052933216095,-0.0013281175406681944,0.0,100645.2078296032,-0.0014999999999999458
Fixed_100pct,2023-03-24,100401.46838671439,1.0,0.7248117923736572,0.0005768462836484023,0.0015,100645.2078296032,-0.002421768985776951
Fixed_100pct,2023-03-27,100250.86618413433,0.0,0.5973241925239563,-0.0020498178856247495,0.0015,100645.2078296032,-0.0039181363322982055
Fixed_100pct,2023-03-28,100840.49116683149,1.0,0.7373450398445129,0.007381495144532568,0.0015,100840.49116683149,0.0
Fixed_100pct,2023-03-29,100689.23043008125,0.0,0.5428194999694824,0.021345057849717408,0.0015,100840.49116683149,-0.0014999999999998348
Fixed_100pct,2023-03-31,100689.23043008125,0.0,0.5741578936576843,-0.0018403264367164995,0.0,100840.49116683149,-0.0014999999999998348
Fixed_100pct,2023-04-03,100689.23043008125,0.0,0.5788522958755493,0.012437515258789,0.0,100840.49116683149,-0.0014999999999998348
Fixed_100pct,2023-04-05,100689.23043008125,0.0,0.5852863192558289,-0.005895455697384366,0.0,100840.49116683149,-0.0014999999999998348
Fixed_100pct,2023-04-06,100689.23043008125,0.0,0.5703712105751038,0.013257972434326915,0.0,100840.49116683149,-0.0014999999999998348
Fixed_100pct,2023-04-10,100689.23043008125,0.0,0.3481518030166626,-0.015198827909507107,0.0,100840.49116683149,-0.0014999999999998348
Fixed_100pct,2023-04-11,100689.23043008125,0.0,0.5909472107887268,0.008665708224685709,0.0,100840.49116683149,-0.0014999999999998348
Fixed_100pct,2023-04-12,100689.23043008125,0.0,0.5936771035194397,-0.016287941720457,0.0,100840.49116683149,-0.0014999999999998348
Fixed_100pct,2023-04-13,98979.94730884011,1.0,0.7052000761032104,-0.015475828635695854,0.0015,100840.49116683149,-0.0184503648927421
Fixed_100pct,2023-04-17,98704.08346461259,1.0,0.7567696571350098,-0.00278706800445927,0.0,100840.49116683149,-0.021186010475538142
Fixed_100pct,2023-04-18,97406.73829316863,1.0,0.7596873044967651,-0.01314378418709572,0.0,100840.49116683149,-0.03405133031315788
Fixed_100pct,2023-04-19,97885.95166029368,1.0,0.8683376312255859,0.004919714749946236,0.0,100840.49116683149,-0.02929913839520859
Fixed_100pct,2023-04-20,99653.05816759284,1.0,0.8610784411430359,0.018052708047747057,0.0,100840.49116683149,-0.011775359138960884
Fixed_100pct,2023-04-21,100092.86241411396,1.0,0.7217678427696228,0.0044133542372726264,0.0,100840.49116683149,-0.007413973732839585
Fixed_100pct,2023-04-24,100130.69363047495,1.0,0.7096953988075256,0.0003779611797340987,0.0,100840.49116683149,-0.007038814747364119
Fixed_100pct,2023-04-25,100829.02016873912,1.0,0.7394176125526428,0.006974150612012009,0.0,100840.49116683149,-0.00011375388953027699
Fixed_100pct,2023-04-26,100507.4432840298,1.0,0.7610393762588501,-0.003189328669178426,0.0,100840.49116683149,-0.003302719760167494
Fixed_100pct,2023-04-27,101494.24920337107,1.0,0.7646691799163818,0.009818237208090164,0.0,101494.24920337107,0.0
Fixed_100pct,2023-04-28,101498.97521900601,1.0,0.7348763346672058,4.656436864181046e-05,0.0,101498.97521900601,0.0
Fixed_100pct,2023-05-02,100253.6470079217,1.0,0.7429382801055908,-0.0122693673349632,0.0,101498.97521900601,-0.0122693673349632
Fixed_100pct,2023-05-03,101539.96224385286,1.0,0.7616283297538757,0.012830607906259228,0.0,101539.96224385286,0.0
Fixed_100pct,2023-05-04,101855.23520868432,1.0,0.8064464330673218,0.0031049151276452136,0.0,101855.23520868432,0.0
Fixed_100pct,2023-05-05,102482.63302695526,1.0,0.7854087352752686,0.006159701236617909,0.0,102482.63302695526,0.0
Fixed_100pct,2023-05-08,103511.99617829247,1.0,0.7746586203575134,0.010044269169650066,0.0,103511.99617829247,0.0
Fixed_100pct,2023-05-09,103623.91962022641,1.0,0.7382107377052307,0.0010812605887839943,0.0,103623.91962022641,0.0
Fixed_100pct,2023-05-10,103477.31307332346,1.0,0.7305935621261597,-0.0014147944551823333,0.0,103623.91962022641,-0.0014147944551823333
Fixed_100pct,2023-05-11,103229.82841418707,1.0,0.7268916964530945,-0.0023916803769442607,0.0,103623.91962022641,-0.0038030910959907516
Fixed_100pct,2023-05-12,102622.92795688649,1.0,0.7337984442710876,-0.005879119113378017,0.0,103623.91962022641,-0.00965985138381642
Fixed_100pct,2023-05-15,102720.65795772793,1.0,0.7231079936027527,0.0009523213066235936,0.0,103623.91962022641,-0.00871672935948442
Fixed_100pct,2023-05-16,101161.63468605508,1.0,0.7292661666870117,-0.015177310023796964,0.0,103623.91962022641,-0.023761742879399028
Fixed_100pct,2023-05-17,100882.62273043556,1.0,0.7508922815322876,-0.0027580807337229674,0.0,103623.91962022641,-0.02645428680788664
Fixed_100pct,2023-05-18,101607.75054954794,1.0,0.7508922815322876,0.007187836710490503,0.0,103623.91962022641,-0.019456599191263746
Fixed_100pct,2023-05-19,103999.09136953834,1.0,0.7432464361190796,0.02353502372660321,0.0,103999.09136953834,0.0
Fixed_100pct,2023-05-22,103947.07440917869,1.0,0.7257418632507324,-0.0005001674502598252,0.0,103999.09136953834,-0.0005001674502598252
Fixed_100pct,2023-05-23,103791.15379756493,0.0,0.6939955353736877,0.0019108138289753995,0.0015,103999.09136953834,-0.0019994171990844745
Fixed_100pct,2023-05-24,103325.97731539287,1.0,0.7207121849060059,-0.0029818509588913633,0.0015,103999.09136953834,-0.0064723070680848815
Fixed_100pct,2023-05-25,104436.56772272168,1.0,0.8104223608970642,0.010748414253453742,0.0,104436.56772272168,0.0
Fixed_100pct,2023-05-26,104279.9128711376,0.0,0.6894106864929199,-0.002568357396832588,0.0015,104436.56772272168,-0.0015000000000000568
Fixed_100pct,2023-05-29,104279.9128711376,0.0,0.6050480008125305,-0.0012499123171693105,0.0,104436.56772272168,-0.0015000000000000568
Fixed_100pct,2023-05-30,104279.9128711376,0.0,0.6654424667358398,-0.008051369508777606,0.0,104436.56772272168,-0.0015000000000000568
Fixed_100pct,2023-05-31,105217.17197859158,1.0,0.7413299679756165,0.010487916096671324,0.0015,105217.17197859158,0.0
Fixed_100pct,2023-06-01,105059.3462206237,0.0,0.6331649422645569,-0.0055354700191786455,0.0015,105217.17197859158,-0.0014999999999998348
Fixed_100pct,2023-06-02,104370.98773449249,1.0,0.7249521017074585,-0.00505209184993094,0.0015,105217.17197859158,-0.008042263712155884
Fixed_100pct,2023-06-05,102574.83011569611,1.0,0.7335050702095032,-0.017209357291564475,0.0,105217.17197859158,-0.02511321881406492
Fixed_100pct,2023-06-06,103926.70731499974,1.0,0.7835277318954468,0.013179424209416979,0.0,105217.17197859158,-0.012264772368662413
Fixed_100pct,2023-06-07,103770.81725402725,0.0,0.6960992217063904,-0.011740801953781133,0.0015,105217.17197859158,-0.013746375210109352
Fixed_100pct,2023-06-08,102744.64932641023,1.0,0.7407364249229431,-0.008388791037513,0.0015,105217.17197859158,-0.023499231215646343
Fixed_100pct,2023-06-09,103948.3958460284,1.0,0.7269986271858215,0.011715904696837143,0.0,105217.17197859158,-0.012058641272180592
Fixed_100pct,2023-06-12,103792.47325225937,0.0,0.6989220380783081,-0.000985540444152666,0.0015,105217.17197859158,-0.013540553310272263
Fixed_100pct,2023-06-13,103871.97424114218,1.0,0.721635639667511,0.002265961021947982,0.0015,105217.17197859158,-0.012784963824375661
Fixed_100pct,2023-06-14,102761.70185201646,1.0,0.721635639667511,-0.01068885420958865,0.0,105217.17197859158,-0.02333716141957065
Fixed_100pct,2023-06-15,102607.55929923843,0.0,0.6866448521614075,-0.012871978937244788,0.0015,105217.17197859158,-0.024802155677441262
Fixed_100pct,2023-06-16,102607.55929923843,0.0,0.5717784762382507,0.011181454877929653,0.0,105217.17197859158,-0.024802155677441262
Fixed_100pct,2023-06-19,102607.55929923843,0.0,0.6193033456802368,0.005388751979307882,0.0,105217.17197859158,-0.024802155677441262
Fixed_100pct,2023-06-20,102607.55929923843,0.0,0.6308046579360962,0.009449453313938427,0.0,105217.17197859158,-0.024802155677441262
Fixed_100pct,2023-06-21,102607.55929923843,0.0,0.6052206158638,-0.0060462683282496155,0.0,105217.17197859158,-0.024802155677441262
Fixed_100pct,2023-06-22,102607.55929923843,0.0,0.6160092353820801,-0.006839556073413577,0.0,105217.17197859158,-0.024802155677441262
Fixed_100pct,2023-06-23,102607.55929923843,0.0,0.6131813526153564,-0.008301395837460701,0.0,105217.17197859158,-0.024802155677441262
Fixed_100pct,2023-06-26,102607.55929923843,0.0,0.5295272469520569,0.0024141192758622143,0.0,105217.17197859158,-0.024802155677441262
Fixed_100pct,2023-06-27,102607.55929923843,0.0,0.5450921058654785,0.005660891977044669,0.0,105217.17197859158,-0.024802155677441262
Fixed_100pct,2023-06-28,102607.55929923843,0.0,0.6483217477798462,0.026994681971800105,0.0,105217.17197859158,-0.024802155677441262
Fixed_100pct,2023-06-30,101523.04264849385,1.0,0.8203039765357971,-0.009069558989136195,0.0015,105217.17197859158,-0.035109566819086946
Fixed_100pct,2023-07-03,102657.00717210505,1.0,0.8496456742286682,0.011169528552619878,0.0,105217.17197859158,-0.02433219557552302
Fixed_100pct,2023-07-04,103001.3799023082,1.0,0.7350045442581177,0.0033545954600624484,0.0,105217.17197859158,-0.02105922478827149
Fixed_100pct,2023-07-05,102846.87783245475,0.0,0.5363301634788513,0.0008885529044899698,0.0015,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-06,102846.87783245475,0.0,0.5208811163902283,0.0019110108167179618,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-07,102846.87783245475,0.0,0.4155243933200836,-0.017211098243786083,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-10,102846.87783245475,0.0,0.4698426425457001,0.00013751774281067775,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-11,102846.87783245475,0.0,0.5134650468826294,-0.0038198265410799292,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-12,102846.87783245475,0.0,0.5396228432655334,0.024740068376452484,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-13,102846.87783245475,0.0,0.4305994212627411,0.052117121722723425,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-14,102846.87783245475,0.0,0.3264264166355133,-0.0065297972229242385,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-17,102846.87783245475,0.0,0.3227588534355163,0.0014749682264785235,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-18,102846.87783245475,0.0,0.459536999464035,-0.0076640542430136405,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-19,102846.87783245475,0.0,0.4854580461978912,-0.0019452169003382203,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-20,102846.87783245475,0.0,0.4788102507591247,-0.027430484988485215,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-21,102846.87783245475,0.0,0.5669122338294983,0.007852611343540206,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-24,102846.87783245475,0.0,0.5311371684074402,0.0012960902404448582,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-25,102846.87783245475,0.0,0.5257877707481384,-0.00319193146149388,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-26,102846.87783245475,0.0,0.571221649646759,0.0025381027039206305,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-27,102846.87783245475,0.0,0.649142324924469,-0.012217021753089141,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-28,102846.87783245475,0.0,0.6937771439552307,0.019684702494623396,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-07-31,102846.87783245475,0.0,0.4597566127777099,0.008943605223793893,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-01,102846.87783245475,0.0,0.3317126631736755,-0.003302427926340501,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-02,102846.87783245475,0.0,0.3082521259784698,-0.01182914633196197,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-03,102846.87783245475,0.0,0.51353520154953,0.012823746902868915,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-04,102846.87783245475,0.0,0.3082521259784698,0.011761118446291352,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-07,102846.87783245475,0.0,0.4486343562602997,-0.003860435695061004,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-08,102846.87783245475,0.0,0.2928005158901214,-0.0023339184660658985,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-09,102846.87783245475,0.0,0.2873178124427795,-0.005891668546931461,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-10,102846.87783245475,0.0,0.173357218503952,0.0019464719159205668,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-11,102846.87783245475,0.0,0.1808901131153106,0.0003044678767276654,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-14,102846.87783245475,0.0,0.1680677235126495,0.0024783119397879805,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-16,102846.87783245475,0.0,0.2765290141105652,-0.006549243286873896,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-17,102846.87783245475,0.0,0.2497005462646484,-0.01998105285418028,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-18,102846.87783245475,0.0,0.2667853236198425,0.010260997203958677,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-21,102846.87783245475,0.0,0.2553599774837494,-0.00573251232778671,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-22,102846.87783245475,0.0,0.3005282282829284,0.004760314628601492,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-23,102846.87783245475,0.0,0.240195170044899,-0.003089825645552824,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-24,102846.87783245475,0.0,0.2657912969589233,-0.0019039041168548154,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-25,102846.87783245475,0.0,0.2910590767860412,-0.00170052935763354,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-28,102846.87783245475,0.0,0.2636049687862396,0.00017770541302830622,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-29,102846.87783245475,0.0,0.2636049687862396,0.004383706072366822,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-30,102846.87783245475,0.0,0.2883889973163605,-0.010070895423256898,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-08-31,102846.87783245475,0.0,0.4076296985149383,0.0066729927365110075,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-01,102846.87783245475,0.0,0.4257852733135223,0.011629986208568699,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-04,102846.87783245475,0.0,0.3860072791576385,0.003173935251206572,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-05,102846.87783245475,0.0,0.3655707836151123,0.0001603232892073425,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-06,102846.87783245475,0.0,0.4305379390716553,0.007390914714137109,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-07,102846.87783245475,0.0,0.4332383871078491,-0.0038637139588307834,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-08,102846.87783245475,0.0,0.4987915158271789,0.011258316946873848,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-11,102846.87783245475,0.0,0.5365306735038757,0.02877340419010177,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-12,102846.87783245475,0.0,0.3215006291866302,-0.0036164965916243297,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-13,102846.87783245475,0.0,0.3685366511344909,-0.002186204188693086,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-14,102846.87783245475,0.0,0.4242246150970459,0.010744230972986157,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-15,102846.87783245475,0.0,0.4291741251945495,0.0021815450098947586,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-18,102846.87783245475,0.0,0.5405968427658081,-2.768978504197328e-05,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-20,102846.87783245475,0.0,0.6211013197898865,-0.005754218526929034,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-21,102846.87783245475,0.0,0.6440389156341553,0.005118080290552829,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-22,102846.87783245475,0.0,0.6585507392883301,-0.00735365552096634,0.0,105217.17197859158,-0.022527635951088976
Fixed_100pct,2023-09-25,102938.43054557449,1.0,0.7486041188240051,0.00239018466140406,0.0015,105217.17197859158,-0.021657505045666325
Fixed_100pct,2023-09-26,103041.78230606522,1.0,0.8491537570953369,0.0010040153122887752,0.0,105217.17197859158,-0.020675234200069448
Fixed_100pct,2023-09-27,101533.17321296678,1.0,0.8724450469017029,-0.014640751152939169,0.0,105217.17197859158,-0.03501328439405671
Fixed_100pct,2023-09-28,101299.20546112208,1.0,0.7186175584793091,-0.002304347874107604,0.0,105217.17197859158,-0.03723694948070533
Fixed_100pct,2023-09-29,101147.2566529304,0.0,0.6654758453369141,-0.004180127980441095,0.0015,105217.17197859158,-0.03868109405648423
Fixed_100pct,2023-10-03,101147.2566529304,0.0,0.6149218082427979,0.006801628322076425,0.0,105217.17197859158,-0.03868109405648423
Fixed_100pct,2023-10-04,101147.2566529304,0.0,0.6295762658119202,0.014585569261889697,0.0,105217.17197859158,-0.03868109405648423
Fixed_100pct,2023-10-05,101898.69364673235,1.0,0.7161991596221924,0.008929138650595192,0.0015,105217.17197859158,-0.031539322616791376
Fixed_100pct,2023-10-06,101745.84560626226,0.0,0.6712090373039246,0.004680564358973349,0.0015,105217.17197859158,-0.03299201363286619
Fixed_100pct,2023-10-09,101745.84560626226,0.0,0.6954295039176941,-0.002597384819725712,0.0,105217.17197859158,-0.03299201363286619
Fixed_100pct,2023-10-10,101060.51138178023,1.0,0.823987603187561,-0.005235746510320882,0.0015,105217.17197859158,-0.03950553430249104
Fixed_100pct,2023-10-11,99175.02679165131,1.0,0.8176374435424805,-0.018656986436631606,0.0,105217.17197859158,-0.05742546652146907
Fixed_100pct,2023-10-12,99967.29734874981,1.0,0.8124175071716309,0.007988609458739138,0.0,105217.17197859158,-0.049895606687755834
Fixed_100pct,2023-10-13,98657.11230339942,1.0,0.7947026491165161,-0.013106136507618271,0.0,105217.17197859158,-0.062347804562993936
Fixed_100pct,2023-10-16,98509.12663494433,0.0,0.6732787489891052,-0.0048239950524122666,0.0015,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-10-17,98509.12663494433,0.0,0.5504212975502014,-0.005645784506195239,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-10-18,98509.12663494433,0.0,0.5228396654129028,-0.009061609479174115,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-10-19,98509.12663494433,0.0,0.3770579397678375,0.011256969769417813,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-10-20,98509.12663494433,0.0,0.4367595314979553,-0.02415193524347381,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-10-23,98509.12663494433,0.0,0.2586957812309265,-0.005879449661060354,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-10-25,98509.12663494433,0.0,0.2178797721862793,-0.015737027261564784,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-10-26,98509.12663494433,0.0,0.2005378305912017,0.004255623337641401,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-10-27,98509.12663494433,0.0,0.2372064292430877,0.008236499517576545,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-10-30,98509.12663494433,0.0,0.2145546972751617,-0.002900667057314732,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-10-31,98509.12663494433,0.0,0.2151027917861938,-0.011309862012987004,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-01,98509.12663494433,0.0,0.2245258241891861,0.008842176805126334,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-02,98509.12663494433,0.0,0.2077296823263168,-0.0027380717970031387,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-03,98509.12663494433,0.0,0.2210359573364257,0.008758870306964761,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-06,98509.12663494433,0.0,0.2036211788654327,-0.0028992082917314033,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-07,98509.12663494433,0.0,0.2096471041440963,0.003293357805948416,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-08,98509.12663494433,0.0,0.2173814177513122,-0.010084161749451925,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-09,98509.12663494433,0.0,0.2299340069293975,-0.00418228807128207,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-10,98509.12663494433,0.0,0.2407434731721878,-0.0005699507631972134,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-13,98509.12663494433,0.0,0.2310312539339065,0.021836682305159894,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-15,98509.12663494433,0.0,0.2373900860548019,0.02747996577455858,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-16,98509.12663494433,0.0,0.4724089801311493,0.0013150516423523495,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-17,98509.12663494433,0.0,0.4598599970340729,0.004896614290986978,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-20,98509.12663494433,0.0,0.4566028118133545,-0.002670799586190098,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-21,98509.12663494433,0.0,0.4598599970340729,0.0056834230099098715,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-22,98509.12663494433,0.0,0.4584375321865082,-0.006203674900380318,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-23,98509.12663494433,0.0,0.4655188024044037,-0.014579890926744055,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-24,98509.12663494433,0.0,0.3427473902702331,0.0037747835812873554,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-28,98509.12663494433,0.0,0.4109815955162048,0.012564326868646836,0.0,105217.17197859158,-0.06375428285614937
Fixed_100pct,2023-11-29,97628.24190864275,1.0,0.7758294939994812,-0.0074421635983635825,0.0015,105217.17197859158,-0.07212634522711692
Fixed_100pct,2023-11-30,97481.7995457798,0.0,0.6690741181373596,0.006895803421860691,0.0015,105217.17197859158,-0.07351815570927611
Fixed_100pct,2023-12-01,97481.7995457798,0.0,0.6609100699424744,0.00022782704722112967,0.0,105217.17197859158,-0.07351815570927611
Fixed_100pct,2023-12-04,97867.05509293103,1.0,0.720117449760437,0.005452076684533402,0.0015,105217.17197859158,-0.06985662841381135
Fixed_100pct,2023-12-05,97720.25451029163,0.0,0.6749309301376343,0.02052893815698864,0.0015,105217.17197859158,-0.07125184347119051
Fixed_100pct,2023-12-06,97720.25451029163,0.0,0.1137611120939254,0.0029965329471628444,0.0,105217.17197859158,-0.07125184347119051
Fixed_100pct,2023-12-07,97720.25451029163,0.0,0.1169709861278534,0.003264280933608754,0.0,105217.17197859158,-0.07125184347119051
Fixed_100pct,2023-12-08,97720.25451029163,0.0,0.1403062790632248,0.004466857305534866,0.0,105217.17197859158,-0.07125184347119051
