Date,Close,High,Low,Open,Volume,Daily_Return,Daily_Return_Percent
2018-03-21,1151.040283203125,1162.140735117148,1148.3205765743962,1157.3862653368255,3907678,-0.002827288371886949,-0.2827288371886949
2018-03-22,1140.8062744140625,1158.7764268055632,1137.2605628022825,1152.3297141910637,2326094,-0.008891095245236125,-0.8891095245236125
2018-03-23,1135.4874267578125,1141.9140707828917,1127.388804705208,1128.980316884259,3654122,-0.004662358347373052,-0.46623583473730523
2018-03-26,1135.024169921875,1139.214493146931,1120.7406940955957,1135.830008878156,2964210,-0.00040798059495938954,-0.040798059495938954
2018-03-27,1147.3941650390625,1153.5588548066692,1137.4622359022296,1138.247909475669,2494574,0.010898442028806299,1.0898442028806299
2018-03-28,1147.9781494140625,1158.3936587016517,1138.2476820285792,1142.6394655956983,6865654,0.0005089657876899967,0.05089657876899967
2018-04-02,1172.354736328125,1174.107475579224,1144.2914312439932,1144.2914312439932,1662988,0.021234364893185864,2.1234364893185864
2018-04-03,1172.9993896484375,1180.5137989455511,1165.283520602136,1165.283520602136,1937290,0.0005498790599265391,0.05498790599265391
2018-04-04,1172.8585205078125,1182.166001791824,1165.2433800892825,1180.3326981002415,2841820,-0.00012009310649963023,-0.012009310649963023
2018-04-05,1191.815673828125,1194.1526265205089,1176.665960177355,1179.1640413165176,1809424,0.016163205526361857,1.6163205526361857
2018-04-06,1188.733154296875,1192.6414528977743,1179.1638183150094,1190.2239364391978,1129018,-0.0025864062698126578,-0.2586406269812658
2018-04-09,1178.096435546875,1194.0520891103708,1174.5104908914227,1184.4625841249983,1235866,-0.008947944887001569,-0.8947944887001569
2018-04-10,1183.6165771484375,1191.5339074113165,1178.8217752076837,1178.8217752076837,1184532,0.0046856449395842326,0.46856449395842326
2018-04-11,1214.4599609375,1218.8316775417509,1186.8399036011613,1188.85450141528,3124416,0.026058593960698095,2.6058593960698095
2018-04-12,1264.8651123046875,1269.1964971760024,1211.9617592724037,1212.78776396818,6114360,0.0415041689215323,4.15041689215323
2018-04-13,1270.5257568359375,1305.781204145641,1261.9838852758426,1269.1961031493158,8179118,0.004475295014608971,0.4475295014608971
2018-04-16,1284.3665771484375,1289.322507723035,1253.3821003764835,1255.4974281999912,6270274,0.010893773886936797,1.0893773886936797
2018-04-17,1275.8848876953125,1287.3075961376364,1268.0681906211194,1284.366264206858,3301724,-0.0066037917865755524,-0.6603791786575552
2018-04-18,1272.8631591796875,1286.7033863683405,1267.5244752704175,1275.6432646602998,2433066,-0.002368339451910284,-0.2368339451910284
2018-04-19,1285.7764892578125,1296.2725616305397,1275.5423735746062,1281.243645002039,4820952,0.01014510474672492,1.014510474672492
2018-04-20,1370.91357421875,1378.9317321155252,1305.459314379897,1309.48850979465,18465662,0.06621452925312177,6.621452925312177
2018-04-23,1373.411865234375,1433.54761597407,1365.716159839532,1379.596720487214,15185910,0.0018223548607350093,0.18223548607350093
2018-04-24,1364.144775390625,1387.3126535964198,1346.7588330933738,1373.955907508872,8314336,-0.006747495109319268,-0.6747495109319268
2018-04-25,1398.2313232421875,1403.3685466040024,1355.844213687526,1363.8824376269158,8196574,0.024987485541482668,2.498748554148267
2018-04-26,1426.03271484375,1434.3932937327822,1396.921783531336,1396.921783531336,12135034,0.019883256181886466,1.9883256181886466
2018-04-27,1390.8582763671875,1427.947044762899,1377.9850149799984,1420.2915724574543,4501330,-0.024665940767296224,-2.4665940767296224
2018-04-30,1423.1522216796875,1429.9615229173949,1385.076323140467,1390.8581598231506,3458558,0.023218717436005898,2.32187174360059
2018-05-02,1410.1175537109375,1423.192272123545,1398.6545133367165,1422.507328631035,3158046,-0.009159011783971827,-0.9159011783971827
2018-05-03,1402.9053955078125,1420.6942532908868,1398.2918882249064,1414.166976622289,3761550,-0.005114579408039499,-0.5114579408039499
2018-05-04,1402.4619140625,1409.0093553046215,1398.130529856173,1406.9947579993536,2347244,-0.0003161164300404806,-0.03161164300404806
2018-05-07,1378.3673095703125,1406.1889180087285,1374.3179493159985,1406.1889180087285,3484426,-0.01718022019036003,-1.718022019036003
2018-05-08,1386.526611328125,1404.7788849785618,1368.596692962559,1383.9076344882108,2992820,0.005919540967897818,0.5919540967897818
2018-05-09,1405.9072265625,1408.103118469109,1386.1238370133467,1386.1238370133467,2615050,0.013977816996826764,1.3977816996826764
2018-05-10,1390.575927734375,1414.710766495073,1386.123647574815,1411.406846260895,3858678,-0.010904915017479921,-1.0904915017479921
2018-05-11,1392.8721923828125,1404.1741011635374,1387.050026759104,1391.7641640389963,2627876,0.0016513047598765151,0.16513047598765151
2018-05-14,1383.4444580078125,1398.5337756716328,1374.2780381298148,1392.8929019005575,2433894,-0.006768556674874637,-0.6768556674874637
2018-05-15,1403.1270751953125,1408.5262564700292,1383.5049117545318,1390.0725204379444,1952890,0.014227255075959677,1.4227255075959677
2018-05-16,1407.760498046875,1413.8446222608684,1400.2460882052103,1402.139790311008,1648450,0.0033022118477170626,0.33022118477170626
2018-05-17,1406.914306640625,1423.5749686702711,1400.5481589714966,1415.4360145778994,2968048,-0.0006010904606458256,-0.06010904606458256
2018-05-18,1411.04443359375,1417.3500852208088,1393.2958076941122,1402.4823931329347,1874996,0.002935592405046261,0.2935592405046261
2018-05-21,1433.0841064453125,1447.28702055291,1417.4911395669478,1421.7821934178012,3446178,0.015619403845015922,1.5619403845015922
2018-05-22,1413.80419921875,1440.4170519619795,1407.6798424708238,1433.5875860865517,1857416,-0.013453437338290852,-1.3453437338290852
2018-05-23,1408.244384765625,1428.3500341926792,1402.5631788504136,1420.291641898221,1507298,-0.003932520823037078,-0.3932520823037078
2018-05-24,1452.0010986328125,1456.554109020846,1411.1652630624544,1414.247558136423,2962316,0.03107181845746898,3.107181845746898
2018-05-25,1444.78857421875,1480.6484050387903,1439.4498915404856,1460.582996883663,3769772,-0.004967299557041449,-0.4967299557041449
2018-05-28,1411.04443359375,1457.1585565430182,1404.577555124834,1457.1585565430182,3716798,-0.02335576376166093,-2.335576376166093
2018-05-29,1419.687255859375,1427.9471079226978,1405.3836096033774,1422.2659020339647,3525312,0.006125124099467749,0.6125124099467749
2018-05-30,1415.899169921875,1423.514307594808,1403.16687693148,1413.8644071817423,3779106,-0.002668253815666599,-0.2668253815666599
2018-05-31,1414.680419921875,1429.3062186321035,1402.53282203613,1408.951942418684,5049371,-0.0008607604452987028,-0.08607604452987028
2018-06-01,1407.692626953125,1428.0469055955266,1394.5701131166174,1425.2029999513818,1603856,-0.004939485180077585,-0.4939485180077585
2018-06-04,1417.2806396484375,1421.1402257389234,1391.563588281689,1417.8900479785143,1681483,0.00681115501476004,0.681115501476004
2018-06-05,1398.876708984375,1423.496849079537,1390.3856579204455,1417.0777271522852,2449568,-0.012985382110791921,-1.298538211079192
2018-06-06,1402.2484130859375,1409.6832137316374,1393.676030511858,1400.0139161217269,2236512,0.0024102939736629914,0.24102939736629914
2018-06-07,1410.2115478515625,1421.140230935882,1400.6641506454469,1401.6391643021136,2414762,0.00567883314490647,0.567883314490647
2018-06-08,1419.596435546875,1427.884448722578,1409.7646672153344,1409.7646672153344,2582138,0.00665495025169105,0.665495025169105
2018-06-11,1421.7086181640625,1432.5154962395195,1416.2646114268196,1419.596022975917,2179378,0.001487875401979144,0.1487875401979144
2018-06-12,1447.141845703125,1450.392023907961,1424.3905982692747,1427.6407764741105,4608875,0.01788919840122083,1.788919840122083
2018-06-13,1482.162353515625,1488.297103962435,1460.9549626056355,1475.5807631211535,5370983,0.024199775520612254,2.4199775520612254
2018-06-14,1452.464111328125,1488.8254814752404,1449.579538378856,1486.9565892563378,3819998,-0.02003710465122599,-2.003710465122599
2018-06-15,1495.1221923828125,1500.8505702369866,1453.3167282580152,1462.5797531991172,9183574,0.029369456168993446,2.9369456168993446
2018-06-18,1486.1436767578125,1517.792240805985,1480.5777675708323,1517.792240805985,4674987,-0.006005205240576794,-0.6005205240576794
2018-06-19,1482.487548828125,1494.269444941037,1479.643642869836,1480.578088950787,3245034,-0.0024601443231004883,-0.24601443231004883
2018-06-20,1480.8214111328125,1492.0752297314891,1477.693135222503,1488.581249351117,3107695,-0.0011238797227197672,-0.11238797227197672
2018-06-21,1478.302978515625,1488.5816874064644,1476.8810254845323,1488.5816874064644,2910659,-0.0017006997591025863,-0.17006997591025863
2018-06-22,1470.5428466796875,1484.5185702273902,1462.214266852194,1484.5185702273902,2949458,-0.005249351417616399,-0.5249351417616399
2018-06-25,1478.2213134765625,1480.7401811321292,1467.4551008045469,1472.2491323224249,2083217,0.005221518580170725,0.5221518580170725
2018-06-26,1504.83251953125,1512.145420544091,1479.6436382647985,1481.2687273787628,4679712,0.018002179925346695,1.8002179925346695
2018-06-27,1509.7078857421875,1531.7684917464949,1504.2232096233718,1511.3329749625773,4081208,0.0032398065217624783,0.32398065217624783
2018-06-28,1497.2755126953125,1520.2705586828515,1483.9498640055867,1515.3952923268405,4888125,-0.008234952711241306,-0.8234952711241306
2018-06-29,1501.3790283203125,1517.3455468218715,1496.9507006813878,1499.063296443191,3506276,0.0027406550031752186,0.27406550031752186
2018-07-02,1504.3040771484375,1509.5450481177745,1495.97549692638,1504.8322508536878,2650290,0.0019482414320102226,0.19482414320102226
2018-07-03,1522.7490234375,1527.5023888111675,1508.935767268261,1511.2920669117902,3242233,0.01226144804714413,1.226144804714413
2018-07-04,1516.3297119140625,1527.50219711946,1509.0168125068933,1527.50219711946,2700614,-0.0042156070531874645,-0.42156070531874645
2018-07-05,1527.8271484375,1533.6774279578726,1513.0387820699646,1521.8955351338254,2472571,0.0075824119471512574,0.7582411947151257
2018-07-06,1554.357177734375,1560.8982015439333,1528.9245908604937,1529.8996047210455,3713781,0.017364548943908487,1.7364548943908487
2018-07-09,1530.021484375,1563.6608507091291,1524.7399444661112,1563.3358130310671,6151747,-0.015656435797367085,-1.5656435797367085
2018-07-10,1523.6019287109375,1542.9405243965432,1520.067380538108,1542.2092146258606,5303302,-0.0041957290989838025,-0.41957290989838025
2018-07-11,1608.7567138671875,1623.4637480030783,1539.0810299876762,1543.8343949979226,22903802,0.05589044195310011,5.589044195310011
2018-07-12,1601.8094482421875,1617.694731583203,1592.9933609811794,1612.0881551576945,6921701,-0.004318406608728287,-0.4318406608728287
2018-07-13,1609.7318115234375,1623.382598140494,1603.9627656890175,1604.7753101498529,4148185,0.00494588372539817,0.494588372539817
2018-07-16,1616.313232421875,1621.8385738514976,1606.7658360076691,1616.963307597435,2582159,0.0040885201195153265,0.40885201195153265
2018-07-17,1630.11376953125,1635.6908938163583,1612.8938081882557,1619.4072612248565,3315492,0.008538281338386522,0.8538281338386522
2018-07-18,1628.566650390625,1637.8889894118056,1622.7045829675744,1632.434012765006,2013869,-0.0009490866033662337,-0.09490866033662337
2018-07-19,1613.2197265625,1636.871646580396,1603.9380348084594,1630.0732488991744,1746318,-0.00942357736752375,-0.942357736752375
2018-07-20,1625.594970703125,1628.3632080342638,1615.3363023699897,1616.0690856910858,1934995,0.0076711460546012855,0.7671146054601286
2018-07-23,1632.9637451171875,1636.4646672205931,1616.965052888614,1629.1777798741775,2086201,0.00453297072571246,0.45329707257124596
2018-07-24,1627.54931640625,1640.5762243914926,1615.4587373099307,1640.5762243914926,2038423,-0.0033157066267560653,-0.33157066267560653
2018-07-25,1613.301025390625,1629.991750104482,1602.6352650851063,1629.910351812629,1535492,-0.008754445024797386,-0.8754445024797386
2018-07-26,1599.6226806640625,1616.1506082515234,1591.8065565419402,1607.9680427469734,3503036,-0.008478482633611839,-0.8478482633611839
2018-07-27,1582.565673828125,1599.5820911759656,1579.756786727936,1596.488160971844,2033977,-0.010663143903946515,-1.0663143903946515
2018-07-30,1583.2576904296875,1591.4809056000822,1572.6326790349274,1581.955019606516,1579251,0.0004372751241903394,0.04372751241903394
2018-07-31,1579.6749267578125,1585.2114007836103,1569.7419520856708,1581.1404932315213,2204803,-0.0022629062176875436,-0.22629062176875436
2018-08-01,1609.22998046875,1613.341637426529,1587.4913708543645,1587.6134185880885,2425180,0.018709579553558786,1.8709579553558786
2018-08-02,1586.351806640625,1616.150840035328,1583.5835686996031,1612.0799311183623,1509287,-0.014216845389284138,-1.4216845389284138
2018-08-03,1611.6322021484375,1613.7491544406953,1592.9467686903038,1592.9467686903038,1505131,0.01593618477438996,1.593618477438996
2018-08-06,1608.4564208984375,1627.5081898959008,1605.7695819950015,1625.920575608578,1532249,-0.001970537226649083,-0.19705372266490828
2018-08-07,1601.7801513671875,1611.3875340050556,1596.2030272829804,1610.61400185238,1353521,-0.004150730753103571,-0.4150730753103571
2018-08-08,1607.1947021484375,1610.6957232707994,1597.4245215882647,1605.566338721742,1315062,0.003380333297692939,0.3380333297692939
2018-08-09,1607.4794921875,1612.73102336897,1600.6810954084906,1612.0796383056008,2060297,0.00017719697475460094,0.017719697475460094
2018-08-10,1622.745361328125,1625.513598704025,1605.606897918885,1612.853034801882,2784105,0.009496773809444248,0.9496773809444248
2018-08-13,1628.4854736328125,1631.8235985746676,1620.2215098733134,1626.5721666016502,3559575,0.003537284679088204,0.3537284679088204
2018-08-14,1631.2535400390625,1648.3920026201838,1614.0335797902374,1621.8497030600347,3311765,0.001699779611834762,0.1699779611834762
2018-08-16,1635.2840576171875,1644.6878966579309,1624.2926039065417,1628.607806970134,2152065,0.002470810011562241,0.2470810011562241
2018-08-17,1638.7440185546875,1646.193800086509,1631.619929540973,1639.639598438931,1213731,0.002115816467104459,0.21158164671044588
2018-08-20,1636.4644775390625,1647.90377024459,1631.375841884898,1647.90377024459,1587032,-0.0013910293430913212,-0.13910293430913212
2018-08-21,1642.733642578125,1647.9036762303183,1631.6200430659871,1636.6272801415007,1376866,0.003830920331671539,0.3830920331671539
2018-08-23,1656.94140625,1659.3025534115357,1644.8915749155829,1646.9270294707983,3046791,0.00864885414386296,0.8648854143862961
2018-08-24,1663.373291015625,1665.8158362300385,1653.6031101579708,1656.9412354068522,1570533,0.003881781661900563,0.3881781661900563
2018-08-27,1669.8052978515625,1676.4002496403184,1656.859887332709,1663.3733414352455,1532702,0.003866845085633397,0.3866845085633397
2018-08-28,1684.70458984375,1686.9843381637986,1670.7007055560398,1673.1432504472036,1987983,0.008922772021000114,0.8922772021000114
2018-08-29,1686.9842529296875,1690.7295677501663,1665.4898390959602,1687.3913437243134,1525867,0.0013531530095427513,0.13531530095427513
2018-08-30,1695.4520263671875,1697.568978464179,1681.6924340612768,1683.727888471905,2408020,0.005019473906051397,0.5019473906051397
2018-08-31,1692.1951904296875,1703.2681412209804,1688.6128704074154,1695.370618370859,2504554,-0.0019209248547588098,-0.19209248547588098
2018-09-03,1671.4332275390625,1701.6394426091713,1667.7694105573682,1697.405738296394,1439711,-0.012269248256965626,-1.2269248256965626
2018-09-04,1708.8858642578125,1713.648906639267,1674.7309822246712,1677.0514795438055,4420803,0.022407498009294313,2.2407498009294313
2018-09-05,1692.8868408203125,1715.6839222405213,1689.4673183622365,1709.7811065156457,1681106,-0.009362253952781452,-0.9362253952781452
2018-09-06,1689.67138671875,1694.7192736978334,1677.4586607492724,1689.427092444393,2238097,-0.0018993910425840754,-0.18993910425840754
2018-09-07,1693.3756103515625,1696.754384342133,1681.6105276974913,1692.9277707350925,1312182,0.0021922745818676592,0.21922745818676592
2018-09-10,1694.108642578125,1704.4079620006005,1688.8164613085069,1697.080326396514,1530539,0.00043288223952298033,0.04328822395229803
2018-09-11,1666.01904296875,1700.825305198152,1662.7215678446892,1700.825305198152,3679745,-0.016580754565201805,-1.6580754565201805
2018-09-12,1664.146484375,1684.460276062609,1660.9305067272303,1670.9857292558218,2307661,-0.0011239719027540396,-0.11239719027540396
2018-09-14,1681.6109619140625,1686.6182991051635,1643.1409723563504,1664.1875514044057,3642038,0.010494555439103381,1.0494555439103381
2018-09-17,1688.73486328125,1691.7067456978882,1672.777021512128,1685.3560887967326,1033857,0.0042363552144539796,0.42363552144539796
2018-09-18,1685.966796875,1692.520999476686,1675.2603867657588,1687.798705745201,1456507,-0.0016391361761025625,-0.16391361761025625
2018-09-19,1691.7882080078125,1700.825705098696,1682.791658534945,1686.9031174235176,1301268,0.0034528622649050433,0.34528622649050433
2018-09-21,1712.3460693359375,1726.8792913972277,1669.1944415923954,1691.0552985535323,4508530,0.012151557287618964,1.2151557287618964
2018-09-24,1789.9375,1799.74842804173,1708.2750457086966,1721.9940851880838,3032226,0.045312937643588125,4.5312937643588125
2018-09-25,1777.521484375,1800.8884598923537,1753.584621410849,1795.189187874715,2868778,-0.006936563776668181,-0.6936563776668181
2018-09-26,1744.0992431640625,1790.3855521602654,1738.3594212186092,1780.61537179377,1970951,-0.018802721376214082,-1.8802721376214082
2018-09-27,1782.1214599609375,1799.0970269159443,1738.9290866824708,1743.8954751365973,3311802,0.021800489247330246,2.1800489247330246
2018-09-28,1777.9285888671875,1783.0579734773632,1757.69629231432,1773.2877928007752,2904371,-0.002352741487015142,-0.2352741487015142
2018-10-01,1836.42724609375,1853.0364703054577,1783.3426484639072,1783.7902892993122,3772208,0.03290270351287572,3.290270351287572
2018-10-03,1760.952880859375,1835.9796412340213,1755.0500638310173,1832.153027191292,3902322,-0.041098478251679116,-4.109847825167911
2018-10-04,1681.122314453125,1755.9047799088014,1674.2425192501266,1755.8642298460636,4762419,-0.045333732250286696,-4.53337322502867
2018-10-05,1711.939208984375,1726.0653421196794,1645.3799490707202,1669.0726185591238,3417624,0.018331143585631926,1.8331143585631926
2018-10-08,1691.503173828125,1727.85630600329,1667.5661133864846,1711.9390145474613,2010154,-0.011937360304034361,-1.1937360304034361
2018-10-09,1703.1048583984375,1716.0095155823244,1671.6773737830497,1693.7825202140734,1867130,0.006858801538075943,0.6858801538075943
2018-10-10,1663.861572265625,1714.6257774175638,1651.9745402516946,1709.781436435958,2749573,-0.023042201975582377,-2.3042201975582377
2018-10-11,1612.0390625,1638.947808196797,1580.3267241480294,1616.1507199556097,4700256,-0.031145926217323483,-3.1145926217323483
2018-10-12,1561.8448486328125,1610.4514580411708,1549.387828439003,1610.4514580411708,9373289,-0.031137095269481052,-3.113709526948105
2018-10-15,1587.2470703125,1592.172908875049,1563.228712490382,1579.512344912157,2638151,0.01626424142060201,1.626424142060201
2018-10-16,1597.6688232421875,1605.4849478489714,1575.4416226100864,1594.167802103643,2815425,0.006565929857180741,0.6565929857180741
2018-10-17,1570.8822021484375,1619.4074119088464,1563.228874240817,1603.937959507505,2779207,-0.016766066098348964,-1.6766066098348964
2018-10-19,1557.6923828125,1570.5564933789678,1522.5605220998796,1570.5564933789678,3428776,-0.008396440750234713,-0.8396440750234713
2018-10-22,1549.387939453125,1559.9723026758736,1536.320282026992,1558.343939103143,1778496,-0.005331247331633482,-0.5331247331633482
2018-10-23,1504.2275390625,1548.5714920585272,1498.8018076456872,1540.412527400685,2752811,-0.029147251789351625,-2.9147251789351625
2018-10-24,1508.18505859375,1528.9904245629905,1477.6705019195113,1511.0815317340564,2735913,0.002630931443866835,0.2630931443866835
2018-10-25,1511.8565673828125,1531.3565182036489,1489.0522947237578,1504.513497168865,2507233,0.0024343887828233157,0.24343887828233157
2018-10-26,1467.879638671875,1512.590814795832,1461.352465491546,1512.590814795832,2285970,-0.02908802968463231,-2.908802968463231
2018-10-29,1526.54248046875,1532.2129217841166,1455.8450228515824,1475.7120843856874,2609483,0.039964340570833645,3.9964340570833645
2018-10-30,1545.960693359375,1557.8727620728127,1505.3290087321373,1523.2787313294853,2404883,0.012720388157598128,1.2720388157598128
2018-10-31,1581.3302001953125,1586.021606194119,1530.173417632877,1550.203721344748,2769190,0.022878658550548048,2.2878658550548048
2018-11-01,1579.3720703125,1586.3887621610336,1551.2644682437983,1585.8176742977032,2769759,-0.0012382802039514473,-0.12382802039514473
2018-11-02,1561.1776123046875,1594.7517838275337,1554.2833245358752,1578.1074700391334,1818635,-0.011520058097654218,-1.1520058097654218
2018-11-05,1542.7381591796875,1572.5183868747004,1537.761209539051,1558.3625999308065,1713366,-0.011811246189841751,-1.181124618984175
2018-11-06,1576.8834228515625,1580.7997666282356,1542.860572229158,1545.3082621903886,1398710,0.022132896284895676,2.2132896284895676
2018-11-07,1584.59423828125,1590.1831123174452,1580.3923491836283,1582.8400399670825,144530,0.004889908358440165,0.4889908358440165
2018-11-09,1557.7099609375,1600.7485124464802,1554.2832345897095,1599.9734504096696,2570479,-0.01696603249858486,-1.696603249858486
2018-11-12,1562.3199462890625,1587.816720941914,1557.1390215989582,1557.1390215989582,2552008,0.002959463229462722,0.2959463229462722
2018-11-13,1578.7193603515625,1582.0237819938163,1552.651499295633,1562.4422601950273,1418432,0.010496834596174232,1.0496834596174232
2018-11-14,1534.4158935546875,1574.5987993460578,1525.7265752256303,1570.6008862616782,2422318,-0.028062914732995492,-2.806291473299549
2018-11-15,1528.0523681640625,1549.3880903277957,1515.6099414249898,1520.83170109058,1829123,-0.004147197260765512,-0.41471972607655117
