Date,Equity,Position,Probability,Running_Max,Drawdown,Model,Threshold
2025-04-08,90153.25384614673,1,0.7657562494277954,116887.33305053982,-0.22871664967181504,XGBoost,0.5
2025-04-09,89733.94660282832,1,0.8892604112625122,116887.33305053982,-0.23230392668785504,XGBoost,0.5
2025-04-11,90197.67939773064,1,0.921689748764038,116887.33305053982,-0.22833657810696295,XGBoost,0.5
2025-04-15,90908.55601729218,1,0.9234642386436462,116887.33305053982,-0.2222548530730436,XGBoost,0.5
2025-04-16,91605.54160142026,1,0.8622910380363464,116887.33305053982,-0.21629196927769923,XGBoost,0.5
2025-04-17,92235.8922478834,1,0.7736369371414185,116887.33305053982,-0.210899163829819,XGBoost,0.5
2025-04-21,92035.95353777918,1,0.5356848835945129,116887.33305053982,-0.21260968887035336,XGBoost,0.5
2025-04-22,94773.93153503111,1,0.7257519960403442,116887.33305053982,-0.18918561095022424,XGBoost,0.5
2025-04-23,94631.77063772856,0,0.3339495956897735,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-04-24,94631.77063772856,0,0.3408219814300537,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-04-25,94631.77063772856,0,0.3011215627193451,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-04-28,94631.77063772856,0,0.3011215627193451,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-04-29,94631.77063772856,0,0.3088956773281097,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-04-30,94631.77063772856,0,0.3119304180145263,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-02,94631.77063772856,0,0.3195918798446655,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-05,94631.77063772856,0,0.0899633169174194,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-06,94631.77063772856,0,0.0826934874057769,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-07,94631.77063772856,0,0.0829680934548378,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-08,94631.77063772856,0,0.081339031457901,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-09,94631.77063772856,0,0.0826145634055137,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-12,94631.77063772856,0,0.2193900197744369,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-13,94631.77063772856,0,0.1284363120794296,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-14,94631.77063772856,0,0.1629817634820938,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-15,94631.77063772856,0,0.2577900290489197,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-16,94631.77063772856,0,0.2359750717878341,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-19,94631.77063772856,0,0.1506282389163971,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-20,94631.77063772856,0,0.1483691036701202,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-21,94631.77063772856,0,0.1527998149394989,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-22,94631.77063772856,0,0.1515970677137375,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-23,94631.77063772856,0,0.1452295333147049,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-26,94631.77063772856,0,0.1492395401000976,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-27,94631.77063772856,0,0.1209469586610794,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-28,94631.77063772856,0,0.1188810318708419,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-29,94631.77063772856,0,0.1247487217187881,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-05-30,94631.77063772856,0,0.1277496218681335,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-02,94631.77063772856,0,0.1162265315651893,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-03,94631.77063772856,0,0.0950516462326049,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-04,94631.77063772856,0,0.0978474020957946,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-05,94631.77063772856,0,0.1197066605091095,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-06,94631.77063772856,0,0.1163363680243492,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-09,94631.77063772856,0,0.1302157342433929,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-10,94631.77063772856,0,0.1550361812114715,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-11,94631.77063772856,0,0.1032899543642997,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-12,94631.77063772856,0,0.1089804843068122,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-13,94631.77063772856,0,0.0992893651127815,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-16,94631.77063772856,0,0.0993753224611282,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-17,94631.77063772856,0,0.1051598191261291,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-18,94631.77063772856,0,0.0958040654659271,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-19,94631.77063772856,0,0.1013682037591934,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-20,94631.77063772856,0,0.3934091031551361,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-23,94631.77063772856,0,0.3587758839130401,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-24,94631.77063772856,0,0.3609920144081116,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-25,94631.77063772856,0,0.4100512862205505,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-26,94631.77063772856,0,0.4143960773944855,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-27,94631.77063772856,0,0.4194229245185852,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-06-30,94631.77063772856,0,0.428266316652298,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-07-01,94631.77063772856,0,0.4627661406993866,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-07-02,94631.77063772856,0,0.4256802499294281,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-07-03,94631.77063772856,0,0.4410309493541717,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-07-04,94631.77063772856,0,0.4267217218875885,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-07-07,94631.77063772856,0,0.4858576357364654,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-07-08,94631.77063772856,0,0.4988323450088501,116887.33305053982,-0.19040183253379883,XGBoost,0.5
2025-07-09,94439.48259363385,1,0.5903850197792053,116887.33305053982,-0.192046904237262,XGBoost,0.5
2025-07-10,91200.28094346782,1,0.5856637954711914,116887.33305053982,-0.21975907428707797,XGBoost,0.5
2025-07-11,89991.16379160288,1,0.6179961562156677,116887.33305053982,-0.23010337011716708,XGBoost,0.5
2025-07-14,90817.72142240634,1,0.7899230122566223,116887.33305053982,-0.223031965464226,XGBoost,0.5
2025-07-15,90281.57906448354,1,0.6237364411354065,116887.33305053982,-0.2276187957385637,XGBoost,0.5
2025-07-16,89614.18773748873,1,0.6595312356948853,116887.33305053982,-0.23332849335572325,XGBoost,0.5
2025-07-17,89075.25023738228,1,0.8487604260444641,116887.33305053982,-0.23793923676171258,XGBoost,0.5
2025-07-18,88190.05597750194,1,0.855604350566864,116887.33305053982,-0.2455122922569355,XGBoost,0.5
2025-07-21,88229.15388097316,1,0.9633575081825256,116887.33305053982,-0.24517780003736944,XGBoost,0.5
2025-07-22,88773.67484802693,1,0.9082272052764891,116887.33305053982,-0.24051928869278838,XGBoost,0.5
2025-07-23,87905.23098898857,1,0.9015192985534668,116887.33305053982,-0.24794904037223564,XGBoost,0.5
2025-07-24,87564.557696162,1,0.8990585207939148,116887.33305053982,-0.2508635845228775,XGBoost,0.5
2025-07-25,85986.84309931388,1,0.8785457611083984,116887.33305053982,-0.2643613225212793,XGBoost,0.5
2025-07-28,85336.20899058101,1,0.9403479695320128,116887.33305053982,-0.2699276579979518,XGBoost,0.5
2025-07-29,85269.19375237315,1,0.9349173903465272,116887.33305053982,-0.27050098991047733,XGBoost,0.5
2025-07-30,84800.06663265821,1,0.9206264019012452,116887.33305053982,-0.2745144882722894,XGBoost,0.5
2025-07-31,83856.22892628102,1,0.9206264019012452,116887.33305053982,-0.28258925293450565,XGBoost,0.5
2025-08-01,85850.01066329455,1,0.9125279784202576,116887.33305053982,-0.265531957802693,XGBoost,0.5
2025-08-04,85556.80706565022,1,0.9366900324821472,116887.33305053982,-0.2680403869882366,XGBoost,0.5
2025-08-05,84674.40794795351,1,0.941231369972229,116887.33305053982,-0.275589529351808,XGBoost,0.5
2025-08-06,85084.8916211716,1,0.941231369972229,116887.33305053982,-0.27207774015698916,XGBoost,0.5
2025-08-07,84788.8928813436,1,0.987498104572296,116887.33305053982,-0.2746100824741845,XGBoost,0.5
2025-08-08,84911.76324128463,1,0.9880080223083496,116887.33305053982,-0.2735588962016061,XGBoost,0.5
2025-08-11,84760.96872918699,1,0.9852622151374816,116887.33305053982,-0.27484898049185547,XGBoost,0.5
2025-08-12,84783.30941439627,1,0.9842133522033693,116887.33305053982,-0.27465785041277646,XGBoost,0.5
2025-08-13,84395.16642638746,1,0.9842133522033693,116887.33305053982,-0.27797850952851644,XGBoost,0.5
