Model,Fold,Date,Actual,Probability,Prediction,Close,Return_1D,Trend_Return_20D,Trend_Return_60D,Volatility_20D,Volatility_Median,Forward_Return_10D,Signal,Regime
XGBoost,1,2023-03-29,0,0.5428194999694824,1,3138.89990234375,0.007381495144532568,-0.05250771697625711,,0.17011115008182953,,-0.0025964199551774536,0,Weak_Downtrend
XGBoost,1,2023-03-31,0,0.5741578936576843,1,3205.89990234375,0.021345057849717408,-0.05310572449454409,,0.16888352502408957,,-0.03627680471323391,0,Weak_Downtrend
XGBoost,1,2023-04-03,0,0.5788522958755493,1,3200.0,-0.0018403264367164995,-0.03656534132902556,,0.15751045411330553,0.17931001746938746,-0.029749984741210933,0,Weak_Downtrend
XGBoost,1,2023-04-05,0,0.5852863192558289,1,3239.800048828125,0.012437515258789,-0.030623956586701917,,0.16315377459051184,0.17763594807348176,-0.024368772758192936,0,Weak_Downtrend
XGBoost,1,2023-04-06,0,0.5703712105751038,1,3220.699951171875,-0.005895455697384366,-0.04482706588571017,,0.1590540653497527,0.17729895711787025,-0.014251530114455124,0,Weak_Downtrend
XGBoost,1,2023-04-10,0,0.3481518030166626,0,3263.39990234375,0.013257972434326915,-0.037458708016186004,,0.1662819085404195,0.17696196616225876,-0.02678185480148476,0,Weak_Downtrend
XGBoost,1,2023-04-11,0,0.5909472107887268,1,3213.800048828125,-0.015198827909507107,-0.03687610927279994,,0.16563173444018747,0.17673968593274503,-0.0048696702491126675,0,Weak_Downtrend
XGBoost,1,2023-04-12,0,0.5936771035194397,1,3241.64990234375,0.008665708224685709,-0.02682380596104772,,0.1697691086105545,0.17651740570323132,-0.016565623305912602,0,Weak_Downtrend
XGBoost,1,2023-04-13,1,0.7052000761032104,1,3188.85009765625,-0.016287941720457,-0.02836723743528813,,0.17148943556809368,0.1760704780885321,0.009533186387812087,1,Weak_Downtrend
XGBoost,1,2023-04-17,1,0.7567696571350098,1,3139.5,-0.015475828635695854,-0.02346846834874461,,0.16499258227639685,0.17562355047383288,0.02544988130076442,1,Weak_Downtrend
XGBoost,1,2023-04-18,1,0.7596873044967651,1,3130.75,-0.00278706800445927,-0.02130416844047489,,0.16449380621061638,0.17555366085560717,0.015699082438313416,1,Weak_Downtrend
XGBoost,1,2023-04-19,1,0.8683376312255859,1,3089.60009765625,-0.01314378418709572,-0.029952873577315575,,0.1697307011984465,0.17548377123738146,0.04243262861594177,1,Weak_Downtrend
XGBoost,1,2023-04-20,1,0.8610784411430359,1,3104.800048828125,0.004919714749946236,-0.023432830766463963,,0.17122485192134645,0.17477254178160462,0.040550083858466035,1,Weak_Downtrend
XGBoost,1,2023-04-21,1,0.7217678427696228,1,3160.85009765625,0.018052708047747057,0.0055833196180772315,,0.17957691008213206,0.17548377123738146,0.028394260160122364,1,Weak_Uptrend
XGBoost,1,2023-04-24,1,0.7096953988075256,1,3174.800048828125,0.0044133542372726264,0.02211775184699083,,0.17414742528983276,0.1748155982636071,0.03415961619753216,1,Weak_Uptrend
XGBoost,1,2023-04-25,1,0.7394176125526428,1,3176.0,0.0003779611797340987,0.014437188727141281,,0.17228997208863814,0.17414742528983276,0.034886665248150095,1,Weak_Uptrend
XGBoost,1,2023-04-26,1,0.7610393762588501,1,3198.14990234375,0.006974150612012009,0.023522635270232684,,0.17332491863877478,0.17410436880783026,0.026265185361837196,1,Weak_Uptrend
XGBoost,1,2023-04-27,1,0.7646691799163818,1,3187.949951171875,-0.003189328669178426,0.021615110133592408,,0.1738130228290568,0.17406131232582778,0.027086403167812634,1,Weak_Uptrend
XGBoost,1,2023-04-28,1,0.7348763346672058,1,3219.25,0.009818237208090164,0.031050811791218713,,0.17650001730351278,0.17410436880783026,0.011120617792381715,1,Weak_Uptrend
XGBoost,1,2023-05-02,1,0.7429382801055908,1,3219.39990234375,4.656436864181046e-05,0.03321672815039678,,0.17608319408354875,0.17414742528983276,0.012036404664046207,1,Weak_Uptrend
XGBoost,1,2023-05-03,1,0.7616283297538757,1,3179.89990234375,-0.0122693673349632,0.013061901072215276,,0.1813999947153777,0.1748155982636071,0.009056904214783001,1,Weak_Uptrend
XGBoost,1,2023-05-04,0,0.8064464330673218,1,3220.699951171875,0.012830607906259228,0.0046165037209380255,,0.17076027408224917,0.17414742528983276,-0.006473702558985273,1,Weak_Uptrend
XGBoost,1,2023-05-05,0,0.7854087352752686,1,3230.699951171875,0.0031049151276452136,0.009593734741210946,,0.17084603618069227,0.17410436880783026,-0.0024297686675538444,1,Weak_Uptrend
XGBoost,1,2023-05-08,1,0.7746586203575134,1,3250.60009765625,0.006159701236617909,0.003333554128450489,-0.0665364695526014,0.1664405338426491,0.17406131232582778,0.014797222688298639,1,Weak_Uptrend
XGBoost,1,2023-05-09,1,0.7382107377052307,1,3283.25,0.010044269169650066,0.019421259284139625,-0.05107008877744812,0.16828129331760835,0.1739371675774423,0.004203167236160876,1,Weak_Uptrend
XGBoost,1,2023-05-10,1,0.7305935621261597,1,3286.800048828125,0.0010812605887839943,0.007170480843481375,-0.05349094970213164,0.16196458195924332,0.1738130228290568,0.005035307466916272,1,Weak_Uptrend
