Date,Strategy,Equity,Daily_Return,Position,Probability,Regime
2025-12-30,Baseline_XGB_0.70,92598.8290467378,-0.001571693188728629,1.0,0.6397947669029236,Strong_Uptrend_LowVol
2025-12-31,Baseline_XGB_0.70,91339.64239060441,-0.013598299990357665,1.0,0.6781485676765442,Strong_Uptrend_LowVol
2026-01-01,Baseline_XGB_0.70,91997.14562747644,0.007198443300886703,1.0,0.6353537440299988,Strong_Uptrend_LowVol
2026-01-02,Baseline_XGB_0.70,92719.78208071944,0.007854987764176702,1.0,0.6343141794204712,Strong_Uptrend_LowVol
2026-01-05,Baseline_XGB_0.70,91646.68924680752,-0.011573504702348303,1.0,0.7173580527305603,Strong_Uptrend_LowVol
2026-01-06,Baseline_XGB_0.70,92877.9584222667,0.013434955322208397,1.0,0.7044039964675903,Strong_Uptrend_LowVol
2026-01-07,Baseline_XGB_0.70,94112.3320639793,0.01329027535360483,1.0,0.6318003535270691,Strong_Uptrend_LowVol
2026-01-08,Baseline_XGB_0.70,91268.30781359547,-0.030219464208478097,1.0,0.8231950402259827,Weak_Uptrend
2026-01-09,Baseline_XGB_0.70,91389.268419446,0.0013253297749047377,1.0,0.8598480820655823,Weak_Uptrend
2026-01-12,Baseline_XGB_0.70,92375.52706068849,0.010791843050060201,1.0,0.8318573236465454,Strong_Uptrend_LowVol
2026-01-13,Baseline_XGB_0.70,93256.33228360984,0.009535049497933379,1.0,0.8175870180130005,Strong_Uptrend_LowVol
2026-01-14,Baseline_XGB_0.70,90914.74696667312,-0.025109129424214616,1.0,0.827639102935791,Weak_Uptrend
2026-01-15,Baseline_XGB_0.70,90914.74696667312,0.0,1.0,0.8406797647476196,Weak_Uptrend
2026-01-19,Baseline_XGB_0.70,90018.4345562224,-0.009858823132173233,1.0,0.869513213634491,Weak_Downtrend
2026-01-20,Baseline_XGB_0.70,88117.25185074635,-0.02111992632229831,1.0,0.8401575088500977,Strong_Downtrend_LowVol
2026-01-21,Baseline_XGB_0.70,88746.84517881305,0.007144949653367538,1.0,0.8438032865524292,Strong_Downtrend_LowVol
2026-01-22,Baseline_XGB_0.70,89609.03874795158,0.009715202466085593,1.0,0.8300250172615051,Strong_Downtrend_LowVol
2026-01-23,Baseline_XGB_0.70,89984.31571491019,0.004187936531873548,1.0,0.8224173784255981,Weak_Downtrend
2026-01-27,Baseline_XGB_0.70,89844.75102714574,-0.001550989043542006,1.0,0.8477258086204529,Strong_Downtrend_LowVol
2026-01-28,Baseline_XGB_0.70,91150.4592458673,0.014532938249526062,1.0,0.9137017726898192,Weak_Downtrend
2026-01-29,Baseline_XGB_0.70,89422.95249759899,-0.018952255013971686,1.0,0.8514362573623657,Strong_Downtrend_LowVol
2026-01-30,Baseline_XGB_0.70,88787.15780889432,-0.007109972003236487,1.0,0.8841233253479004,Strong_Downtrend_LowVol
2026-02-02,Baseline_XGB_0.70,90204.52080657498,0.01596360366362215,1.0,0.8755874633789062,Weak_Downtrend
2026-02-03,Baseline_XGB_0.70,91932.01998297438,0.01915091572964145,1.0,0.8813784718513489,Weak_Uptrend
2026-02-04,Baseline_XGB_0.70,84916.56985905566,-0.07631128006561771,1.0,0.5002995729446411,Strong_Downtrend_HighVol
2026-02-05,Baseline_XGB_0.70,85127.76799767866,0.002487125174433613,0.0,0.4957831799983978,Strong_Downtrend_HighVol
2026-02-06,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.5736830234527588,Strong_Downtrend_HighVol
2026-02-09,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.5795756578445435,Strong_Downtrend_HighVol
2026-02-10,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.6162283420562744,Strong_Downtrend_HighVol
2026-02-11,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.6090642809867859,Strong_Downtrend_HighVol
2026-02-12,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.575156569480896,Strong_Downtrend_HighVol
2026-02-13,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.6834486126899719,Strong_Downtrend_HighVol
2026-02-16,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.6886090040206909,Strong_Downtrend_HighVol
2026-02-17,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.6886090040206909,Strong_Downtrend_HighVol
2026-02-18,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.6886090040206909,Strong_Downtrend_HighVol
2026-02-19,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.6999552249908447,Strong_Downtrend_HighVol
2026-02-20,Baseline_XGB_0.70,85127.76799767866,0.0,0.0,0.6886090040206909,Strong_Downtrend_HighVol
2026-02-23,Baseline_XGB_0.70,85077.7929851849,-0.0005870588841835334,1.0,0.7108128666877747,Strong_Downtrend_HighVol
2026-02-24,Baseline_XGB_0.70,81246.05433953003,-0.045038058830723426,1.0,0.5692920088768005,Strong_Downtrend_HighVol
2026-02-25,Baseline_XGB_0.70,83322.51476947447,0.025557677192135753,1.0,0.7124689221382141,Strong_Downtrend_HighVol
2026-02-26,Baseline_XGB_0.70,84009.68387064859,0.00824709987540917,1.0,0.7124689221382141,Strong_Downtrend_HighVol
2026-02-27,Baseline_XGB_0.70,83625.0146934409,-0.004578867095845429,1.0,0.7124689221382141,Strong_Downtrend_HighVol
2026-03-02,Baseline_XGB_0.70,82732.44069468364,-0.010673528752483064,1.0,0.7124689221382141,Strong_Downtrend_HighVol
2026-03-04,Baseline_XGB_0.70,81772.64145134715,-0.01160124414651964,1.0,0.612808108329773,Strong_Downtrend_HighVol
2026-03-05,Baseline_XGB_0.70,81436.52434621112,-0.004110385810833894,1.0,0.6381790041923523,Strong_Downtrend_HighVol
2026-03-06,Baseline_XGB_0.70,80644.78365544268,-0.009722181749831527,1.0,0.551450788974762,Strong_Downtrend_HighVol
2026-03-09,Baseline_XGB_0.70,79516.91674177817,-0.013985615219495817,1.0,0.5580520033836365,Strong_Downtrend_HighVol
2026-03-10,Baseline_XGB_0.70,78982.87130227002,-0.006716123579620148,1.0,0.5968901515007019,Strong_Downtrend_HighVol
2026-03-11,Baseline_XGB_0.70,77182.77017833343,-0.022791031704172182,1.0,0.566049337387085,Strong_Downtrend_HighVol
2026-03-12,Baseline_XGB_0.70,76342.47741549333,-0.010887051098303235,1.0,0.566049337387085,Strong_Downtrend_HighVol
2026-03-13,Baseline_XGB_0.70,75151.13265661514,-0.01560526720130262,1.0,0.5712043642997742,Strong_Downtrend_LowVol
2026-03-16,Baseline_XGB_0.70,75102.5805845435,-0.0006460590859420634,1.0,0.6871795058250427,Strong_Downtrend_LowVol
2026-03-17,Baseline_XGB_0.70,74449.01954677896,-0.008702244752146981,1.0,0.6576871871948242,Strong_Downtrend_LowVol
2026-03-18,Baseline_XGB_0.70,76282.72873412515,0.024630400756238346,1.0,0.7019193172454834,Strong_Downtrend_LowVol
2026-03-19,Baseline_XGB_0.70,73115.75685329133,-0.04151623746801125,1.0,0.5775954127311707,Strong_Downtrend_HighVol
2026-03-20,Baseline_XGB_0.70,74407.94403791835,0.017673169782264964,1.0,0.6877574324607849,Strong_Downtrend_HighVol
2026-03-23,Baseline_XGB_0.70,74153.98706826355,-0.003413035703894507,1.0,0.7112821340560913,Strong_Downtrend_HighVol
2026-03-24,Baseline_XGB_0.70,74714.18224349029,0.007554484895209157,1.0,0.6829464435577393,Strong_Downtrend_HighVol
2026-03-25,Baseline_XGB_0.70,73914.9649895108,-0.01069699526891521,1.0,0.653741180896759,Strong_Downtrend_HighVol
2026-03-27,Baseline_XGB_0.70,74378.06513835426,0.006265309723263446,1.0,0.7112821340560913,Strong_Downtrend_LowVol
2026-03-30,Baseline_XGB_0.70,73224.05760673116,-0.01551542823111185,1.0,0.6110193729400635,Strong_Downtrend_LowVol
2026-04-01,Baseline_XGB_0.70,75065.23423952838,0.02514442237940062,1.0,0.7300910949707031,Strong_Downtrend_HighVol
2026-04-02,Baseline_XGB_0.70,76652.4539026708,0.021144537537546304,1.0,0.7165637016296387,Strong_Downtrend_HighVol
2026-04-06,Baseline_XGB_0.70,77518.88728346948,0.01130340043514888,1.0,0.7161281704902649,Strong_Downtrend_HighVol
2026-04-07,Baseline_XGB_0.70,79980.01689062161,0.031748773665343455,1.0,0.6689889430999756,Strong_Downtrend_HighVol
2026-04-08,Baseline_XGB_0.70,80704.53233681085,0.009058705841236137,1.0,0.6941644549369812,Strong_Downtrend_HighVol
2026-04-09,Baseline_XGB_0.70,81817.4552418133,0.013790091743023591,1.0,0.6637793183326721,Strong_Downtrend_HighVol
2026-04-10,Baseline_XGB_0.70,79401.14854288731,-0.02953289969462547,1.0,0.6532869338989258,Strong_Downtrend_HighVol
2026-04-13,Baseline_XGB_0.70,77470.34432915783,-0.024317081668996154,1.0,0.6508364081382751,Strong_Downtrend_HighVol
2026-04-15,Baseline_XGB_0.70,80543.94122969385,0.03967449644314036,1.0,0.6926448345184326,Strong_Downtrend_HighVol
2026-04-16,Baseline_XGB_0.70,81365.5608200264,0.01020088634587002,1.0,0.6949173808097839,Weak_Downtrend
2026-04-17,Baseline_XGB_0.70,81537.35765419994,0.0021114195298614913,1.0,0.6459495425224304,Weak_Downtrend
2026-04-20,Baseline_XGB_0.70,81466.40324577522,-0.0008702073560641344,1.0,0.6459495425224304,Weak_Downtrend
2026-04-21,Baseline_XGB_0.70,82620.40165963829,0.014165329115875869,1.0,0.6525094509124756,Weak_Uptrend
2026-04-22,Baseline_XGB_0.70,79931.46481854995,-0.0325456762140377,1.0,0.6565937995910645,Weak_Downtrend
2026-04-23,Baseline_XGB_0.70,79307.78268034953,-0.007802711230380011,1.0,0.6608477234840393,Strong_Downtrend_HighVol
2026-04-24,Baseline_XGB_0.70,74643.21871730556,-0.058815967429634464,1.0,0.7503103017807007,Strong_Downtrend_HighVol
2026-04-27,Baseline_XGB_0.70,76536.68570377993,0.02536689894959454,1.0,0.8387162685394287,Strong_Downtrend_HighVol
2026-04-28,Baseline_XGB_0.70,76428.3758325801,-0.0014151366786252506,1.0,0.8352342247962952,Strong_Downtrend_HighVol
